"Date";"Time";"Action";"ID";"Name";"Temp";"PAR";"F(I)/Fo calc";"F(I)";"Fo,Fo'";"Fm,Fm'";"FMTm";"F";"Y(II)";"Y(4S)";"k/ocs";"ETR(II)";"Y(NO)";"Y(NPQ)";"NPQ";"qN";"qP";"qL";"F/Fm";"Fm'/Fm";"P700ox";"P700m,P700m'";"Y(I)";"Y(ND)";"Y(NA)";"ETR(I)";
08.11.23;11:04:14;New Report;NR;MR1;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.11.23;14:25:20;MC-Start;MCB;MC1;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.11.23;14:25:20;Manual;SK;S_231108_142520; 0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;
08.11.23;14:26:01;MC-Stop;MCE;MC1;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.11.23;14:26:06;P700-Cal.;SK;S_231108_142606; 0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;
08.11.23;14:26:25;LC-Start;LCB;LC1;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.11.23;14:26:25;Manual;SK;S_231108_142625; 0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;
08.11.23;14:26:26;Fo-Det.;Fo;; 0.0;0;;0.0000;0.2628;;;;;;;;;;;;;;;;;;;;;;
08.11.23;14:26:27;Fm-Det.;SP;F_231108_142627_0; 0.0;0;;0.0000;0.2628;0.7140;;0.4805;0.632;;;0.000;0.673;0.000;0.000;0.000;0.517;0.283;0.673;1.000;-0.011;0.062;;;;;
08.11.23;14:26:35;Pm.-Det.;SP;F_231108_142635_0; 0.0;26;;0.0000;0.2606;0.6979;;0.5158;0.261;;;2.850;0.722;0.017;0.023;0.031;0.416;0.210;0.722;0.978;-0.010;0.077;1.000;0.000;0.000;10.920;
08.11.23;14:26:49;P.+F. SP;SP;F_231108_142649_0; 0.0;26;;0.0000;0.2566;0.6705;;0.4892;0.270;;;2.952;0.685;0.044;0.065;0.083;0.438;0.230;0.685;0.939;-0.008;0.076;1.000;0.000;0.000;10.920;
08.11.23;14:26:59;P.+F. SP;SP;F_231108_142659_0; 0.0;36;;0.0000;0.2540;0.6524;;0.4980;0.237;;;3.580;0.697;0.066;0.094;0.117;0.388;0.198;0.697;0.914;-0.001;0.081;1.000;0.000;0.000;15.120;
08.11.23;14:27:09;P.+F. SP;SP;F_231108_142709_0; 0.0;48;;0.0000;0.2516;0.6368;;0.5042;0.208;;;4.200;0.706;0.086;0.121;0.146;0.344;0.172;0.706;0.892;0.005;0.089;1.000;0.059;-0.059;20.160;
08.11.23;14:27:19;P.+F. SP;SP;F_231108_142719_0; 0.0;60;;0.0000;0.2494;0.6231;;0.5081;0.185;;;4.651;0.712;0.104;0.146;0.172;0.308;0.151;0.712;0.873;-0.002;0.073;0.987;0.000;0.013;24.870;
08.11.23;14:27:29;P.+F. SP;SP;F_231108_142729_0; 0.0;105;;0.0000;0.2474;0.6109;;0.5367;0.121;;;5.356;0.752;0.127;0.169;0.194;0.204;0.094;0.752;0.856;0.010;0.089;1.000;0.128;-0.128;44.100;
08.11.23;14:27:39;P.+F. SP;SP;F_231108_142739_0; 0.0;162;;0.0000;0.2454;0.5987;;0.5507;0.080;;;5.453;0.771;0.149;0.193;0.217;0.136;0.061;0.771;0.839;0.018;0.090;0.931;0.239;-0.171;63.369;
08.11.23;14:27:49;P.+F. SP;SP;F_231108_142749_0; 0.0;199;;0.0000;0.2432;0.5858;;0.5478;0.065;;;5.413;0.767;0.168;0.219;0.241;0.111;0.049;0.767;0.820;0.014;0.088;0.963;0.189;-0.152;80.469;
08.11.23;14:27:59;P.+F. SP;SP;F_231108_142759_0; 0.0;290;;0.0000;0.2407;0.5717;;0.5490;0.040;;;4.841;0.769;0.191;0.249;0.267;0.069;0.030;0.769;0.801;0.017;0.070;0.687;0.228;0.085;83.636;
08.11.23;14:28:09;P.+F. SP;SP;F_231108_142809_0; 0.0;410;;0.0000;0.2381;0.5569;;0.5440;0.023;;;3.965;0.762;0.215;0.282;0.293;0.040;0.018;0.762;0.780;0.025;0.090;0.843;0.325;-0.168;145.163;
08.11.23;14:28:19;P.+F. SP;SP;F_231108_142819_0; 0.0;550;;0.0000;0.2348;0.5394;;0.5326;0.013;;;2.926;0.746;0.241;0.324;0.325;0.022;0.010;0.746;0.755;0.026;0.082;0.735;0.339;-0.074;169.819;
08.11.23;14:28:29;P.+F. SP;SP;F_231108_142829_0; 0.0;720;;0.0000;0.2309;0.5191;;0.5163;0.005;;;1.585;0.723;0.272;0.376;0.361;0.009;0.004;0.723;0.727;0.034;0.082;0.626;0.446;-0.073;189.396;
08.11.23;14:28:32;LC-Stop;LCE;LC1;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.11.23;14:31:02;New Record;NR;MR2;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.11.23;14:31:53;MC-Start;MCB;MC2;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.11.23;14:31:53;Manual;SK;S_231108_143153; 0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;
08.11.23;14:32:04;MC-Stop;MCE;MC2;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.11.23;14:32:18;LC-Start;LCB;LC2;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.11.23;14:32:19;Manual;SK;S_231108_143219; 0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;
08.11.23;14:32:20;Fo-Det.;Fo;; 0.0;0;;0.0000;0.2769;;;;;;;;;;;;;;;;;;;;;;
08.11.23;14:32:21;Fm-Det.;SP;F_231108_143221_0; 0.0;0;;0.0000;0.2769;0.5293;;0.3719;0.477;;;0.000;0.703;0.000;0.000;0.000;0.624;0.464;0.703;1.000;-0.012;0.064;;;;;
08.11.23;14:32:29;Pm.-Det.;SP;F_231108_143229_0; 0.0;26;;0.0000;0.2752;0.5233;;0.3885;0.258;;;2.812;0.734;0.008;0.011;0.017;0.543;0.385;0.734;0.989;0.002;0.088;0.979;0.021;0.000;10.692;
08.11.23;14:32:43;P.+F. SP;SP;F_231108_143243_0; 0.0;26;;0.0000;0.2722;0.5126;;0.3795;0.260;;;2.835;0.717;0.023;0.033;0.048;0.554;0.397;0.717;0.968;-0.004;0.081;0.967;0.000;0.033;10.560;
08.11.23;14:32:53;P.+F. SP;SP;F_231108_143253_0; 0.0;36;;0.0000;0.2704;0.5061;;0.3887;0.232;;;3.507;0.734;0.034;0.046;0.066;0.498;0.346;0.734;0.956;-0.002;0.089;1.000;0.000;0.000;15.120;
08.11.23;14:33:03;P.+F. SP;SP;F_231108_143303_0; 0.0;48;;0.0000;0.2685;0.4996;;0.3964;0.207;;;4.165;0.749;0.045;0.060;0.085;0.447;0.303;0.749;0.944;0.001;0.070;0.788;0.012;0.200;15.885;
08.11.23;14:33:13;P.+F. SP;SP;F_231108_143313_0; 0.0;60;;0.0000;0.2664;0.4923;;0.4009;0.186;;;4.679;0.757;0.057;0.075;0.105;0.405;0.269;0.757;0.930;0.005;0.084;0.897;0.062;0.041;22.595;
08.11.23;14:33:23;P.+F. SP;SP;F_231108_143323_0; 0.0;105;;0.0000;0.2653;0.4886;;0.4258;0.128;;;5.663;0.804;0.067;0.083;0.116;0.281;0.175;0.804;0.923;0.000;0.078;0.884;0.002;0.114;38.999;
08.11.23;14:33:33;P.+F. SP;SP;F_231108_143333_0; 0.0;162;;0.0000;0.2639;0.4838;;0.4403;0.090;;;6.120;0.832;0.078;0.094;0.129;0.198;0.119;0.832;0.914;0.010;0.085;0.850;0.116;0.034;57.835;
08.11.23;14:33:43;P.+F. SP;SP;F_231108_143343_0; 0.0;199;;0.0000;0.2620;0.4774;;0.4430;0.072;;;6.020;0.837;0.091;0.109;0.147;0.160;0.094;0.837;0.902;0.015;0.076;0.701;0.167;0.132;58.610;
08.11.23;14:33:53;P.+F. SP;SP;F_231108_143353_0; 0.0;290;;0.0000;0.2600;0.4708;;0.4484;0.047;;;5.784;0.847;0.105;0.124;0.165;0.106;0.061;0.847;0.889;0.021;0.089;0.770;0.237;-0.007;93.773;
08.11.23;14:34:03;P.+F. SP;SP;F_231108_143403_0; 0.0;410;;0.0000;0.2578;0.4638;;0.4502;0.029;;;5.074;0.850;0.120;0.141;0.184;0.066;0.038;0.850;0.876;0.022;0.075;0.604;0.246;0.150;103.976;
08.11.23;14:34:13;P.+F. SP;SP;F_231108_143413_0; 0.0;550;;0.0000;0.2549;0.4544;;0.4463;0.018;;;4.122;0.843;0.139;0.165;0.210;0.041;0.023;0.843;0.858;0.025;0.077;0.599;0.279;0.122;138.469;
08.11.23;14:34:23;P.+F. SP;SP;F_231108_143423_0; 0.0;720;;0.0000;0.2513;0.4431;;0.4390;0.009;;;2.835;0.829;0.161;0.195;0.240;0.022;0.012;0.829;0.837;0.049;0.115;0.750;0.554;-0.304;226.677;
08.11.23;14:34:26;LC-Stop;LCE;LC2;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.11.23;14:35:59;New Record;NR;MR3;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.11.23;14:38:17;MC-Start;MCB;MC3;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.11.23;14:38:17;Manual;SK;S_231108_143817; 0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;
08.11.23;14:38:42;MC-Stop;MCE;MC3;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.11.23;14:38:53;LC-Start;LCB;LC3;;;;;;;;;;;;;;;;;;;;;;;;;;;
08.11.23;14:38:53;Manual;SK;S_231108_143853; 0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;
08.11.23;14:38:54;Fo-Det.;Fo;; 0.0;0;;0.0000;0.2800;;;;;;;;;;;;;;;;;;;;;;
08.11.23;14:38:56;Fm-Det.;SP;F_231108_143856_0; 0.0;0;;0.0000;0.2800;0.4534;;0.3390;0.382;;;0.000;0.748;0.000;0.000;0.000;0.660;0.545;0.748;1.000;-0.004;0.073;;;;;
08.11.23;14:39:04;Pm.-Det.;SP;F_231108_143904_0; 0.0;26;;0.0000;0.2785;0.4494;;0.3502;0.221;;;2.410;0.772;0.007;0.009;0.014;0.580;0.461;0.772;0.991;-0.001;0.086;1.000;0.000;0.000;10.920;
08.11.23;14:39:18;P.+F. SP;SP;F_231108_143918_0; 0.0;26;;0.0000;0.2757;0.4421;;0.3443;0.221;;;2.416;0.759;0.019;0.026;0.040;0.588;0.471;0.759;0.975;-0.002;0.088;1.000;0.000;0.000;10.920;
08.11.23;14:39:28;P.+F. SP;SP;F_231108_143928_0; 0.0;36;;0.0000;0.2746;0.4394;;0.3529;0.197;;;2.976;0.778;0.025;0.032;0.050;0.525;0.408;0.778;0.969;0.007;0.095;1.000;0.078;-0.078;15.120;
08.11.23;14:39:38;P.+F. SP;SP;F_231108_143938_0; 0.0;48;;0.0000;0.2733;0.4360;;0.3583;0.178;;;3.591;0.790;0.032;0.040;0.061;0.477;0.364;0.790;0.962;-0.004;0.080;0.985;0.000;0.015;19.864;
08.11.23;14:39:48;P.+F. SP;SP;F_231108_143948_0; 0.0;60;;0.0000;0.2721;0.4331;;0.3637;0.160;;;4.039;0.802;0.038;0.047;0.072;0.431;0.323;0.802;0.955;0.001;0.088;1.000;0.015;-0.015;25.200;
08.11.23;14:39:58;P.+F. SP;SP;F_231108_143958_0; 0.0;105;;0.0000;0.2706;0.4292;;0.3781;0.119;;;5.251;0.834;0.047;0.056;0.085;0.322;0.231;0.834;0.947;-0.002;0.082;0.990;0.000;0.010;43.647;
08.11.23;14:40:08;P.+F. SP;SP;F_231108_144008_0; 0.0;162;;0.0000;0.2698;0.4273;;0.3907;0.086;;;5.824;0.862;0.053;0.061;0.092;0.232;0.160;0.862;0.942;0.014;0.090;0.896;0.159;-0.055;60.975;
08.11.23;14:40:18;P.+F. SP;SP;F_231108_144018_0; 0.0;199;;0.0000;0.2685;0.4240;;0.3937;0.071;;;5.966;0.868;0.060;0.069;0.103;0.195;0.133;0.868;0.935;0.017;0.088;0.832;0.199;-0.031;69.536;
08.11.23;14:40:28;P.+F. SP;SP;F_231108_144028_0; 0.0;290;;0.0000;0.2669;0.4199;;0.4000;0.047;;;5.782;0.882;0.070;0.080;0.117;0.130;0.087;0.882;0.926;0.014;0.092;0.912;0.169;-0.080;111.039;
08.11.23;14:40:38;P.+F. SP;SP;F_231108_144038_0; 0.0;410;;0.0000;0.2650;0.4153;;0.4028;0.030;;;5.190;0.888;0.081;0.092;0.133;0.083;0.055;0.888;0.916;0.026;0.085;0.694;0.304;0.002;119.533;
08.11.23;14:40:48;P.+F. SP;SP;F_231108_144048_0; 0.0;550;;0.0000;0.2632;0.4110;;0.4036;0.018;;;4.179;0.890;0.092;0.103;0.148;0.050;0.033;0.890;0.907;0.022;0.084;0.730;0.255;0.014;168.723;
