time/ms;Fluo/V;P700 deltaI/I x10³;
-199.8000;0.5682;0.8196;
-199.5000;0.5682;0.8150;
-199.2000;0.5698;0.8150;
-198.9000;0.5665;0.8080;
-198.6000;0.5682;0.8104;
-198.3000;0.5625;0.7895;
-198.0000;0.5698;0.8057;
-197.7000;0.5682;0.8080;
-197.4000;0.5698;0.8034;
-197.1000;0.5690;0.8034;
-196.8000;0.5706;0.8080;
-196.5000;0.5714;0.8150;
-196.2000;0.5690;0.8127;
-195.9000;0.5682;0.8104;
-195.6000;0.5690;0.8080;
-195.3000;0.5706;0.8127;
-195.0000;0.5665;0.7987;
-194.7000;0.5665;0.7964;
-194.4000;0.5682;0.7871;
-194.1000;0.5690;0.7918;
-193.8000;0.5682;0.7825;
-193.5000;0.5674;0.7825;
-193.2000;0.5690;0.7802;
-192.9000;0.5641;0.7732;
-192.6000;0.5682;0.7895;
-192.3000;0.5690;0.7941;
-192.0000;0.5698;0.7941;
-191.7000;0.5706;0.7964;
-191.4000;0.5682;0.7941;
-191.1000;0.5706;0.7987;
-190.8000;0.5690;0.7941;
-190.5000;0.5674;0.7941;
-190.2000;0.5682;0.7871;
-189.9000;0.5698;0.7871;
-189.6000;0.5674;0.7825;
-189.3000;0.5690;0.7825;
-189.0000;0.5690;0.7871;
-188.7000;0.5722;0.7918;
-188.4000;0.5674;0.7802;
-188.1000;0.5674;0.7778;
-187.8000;0.5698;0.7802;
-187.5000;0.5657;0.7732;
-187.2000;0.5698;0.7778;
-186.9000;0.5698;0.7895;
-186.6000;0.5690;0.7918;
-186.3000;0.5682;0.7987;
-186.0000;0.5682;0.7964;
-185.7000;0.5698;0.8057;
-185.4000;0.5698;0.8150;
-185.1000;0.5698;0.8173;
-184.8000;0.5682;0.8080;
-184.5000;0.5682;0.8150;
-184.2000;0.5690;0.8173;
-183.9000;0.5674;0.8104;
-183.6000;0.5682;0.7987;
-183.3000;0.5682;0.7987;
-183.0000;0.5674;0.7987;
-182.7000;0.5682;0.8057;
-182.4000;0.5682;0.8057;
-182.1000;0.5690;0.8127;
-181.8000;0.5714;0.8173;
-181.5000;0.5690;0.8104;
-181.2000;0.5682;0.8104;
-180.9000;0.5674;0.8104;
-180.6000;0.5682;0.8173;
-180.3000;0.5690;0.8243;
-180.0000;0.5682;0.8243;
-179.7000;0.5706;0.8266;
-179.4000;0.5690;0.8150;
-179.1000;0.5690;0.8034;
-178.8000;0.5690;0.8057;
-178.5000;0.5714;0.8080;
-178.2000;0.5674;0.7987;
-177.9000;0.5674;0.8011;
-177.6000;0.5690;0.7987;
-177.3000;0.5690;0.8080;
-177.0000;0.5698;0.8057;
-176.7000;0.5682;0.7918;
-176.4000;0.5674;0.7964;
-176.1000;0.5682;0.7987;
-175.8000;0.5698;0.8034;
-175.5000;0.5690;0.8057;
-175.2000;0.5690;0.8034;
-174.9000;0.5698;0.8127;
