time/ms;Fluo/V;P700 deltaI/I x10³;
-199.8000;0.5014;1.5708;
-199.5000;0.5031;1.5808;
-199.2000;0.5031;1.5733;
-198.9000;0.5047;1.5783;
-198.6000;0.5014;1.5683;
-198.3000;0.5039;1.5758;
-198.0000;0.5031;1.5708;
-197.7000;0.5063;1.5783;
-197.4000;0.5022;1.5708;
-197.1000;0.5063;1.5758;
-196.8000;0.5071;1.5758;
-196.5000;0.5063;1.5808;
-196.2000;0.5047;1.5733;
-195.9000;0.5071;1.5858;
-195.6000;0.5071;1.5833;
-195.3000;0.5039;1.5733;
-195.0000;0.5006;1.5633;
-194.7000;0.5031;1.5683;
-194.4000;0.5006;1.5583;
-194.1000;0.5022;1.5533;
-193.8000;0.4990;1.5483;
-193.5000;0.5006;1.5508;
-193.2000;0.5039;1.5683;
-192.9000;0.5128;1.5933;
-192.6000;0.5022;1.5608;
-192.3000;0.5047;1.5658;
-192.0000;0.5022;1.5558;
-191.7000;0.5047;1.5633;
-191.4000;0.5055;1.5658;
-191.1000;0.5039;1.5733;
-190.8000;0.5047;1.5833;
-190.5000;0.5079;1.5833;
-190.2000;0.5006;1.5633;
-189.9000;0.5022;1.5683;
-189.6000;0.5039;1.5658;
-189.3000;0.5039;1.5733;
-189.0000;0.5031;1.5733;
-188.7000;0.5047;1.5733;
-188.4000;0.5006;1.5633;
-188.1000;0.5047;1.5633;
-187.8000;0.5055;1.5708;
-187.5000;0.5104;1.5883;
-187.2000;0.5055;1.5758;
-186.9000;0.5047;1.5733;
-186.6000;0.5047;1.5733;
-186.3000;0.5047;1.5783;
-186.0000;0.5031;1.5833;
-185.7000;0.5047;1.5858;
-185.4000;0.5031;1.5858;
-185.1000;0.5022;1.5883;
-184.8000;0.5047;1.5958;
-184.5000;0.5022;1.5808;
-184.2000;0.5055;1.5883;
-183.9000;0.5031;1.5883;
-183.6000;0.5031;1.5858;
-183.3000;0.5047;1.5808;
-183.0000;0.5014;1.5783;
-182.7000;0.5047;1.5883;
-182.4000;0.5039;1.5883;
-182.1000;0.5047;1.5833;
-181.8000;0.5031;1.5783;
-181.5000;0.5039;1.5858;
-181.2000;0.5039;1.5783;
-180.9000;0.5031;1.5733;
-180.6000;0.5063;1.5783;
-180.3000;0.5039;1.5808;
-180.0000;0.5039;1.5808;
-179.7000;0.5022;1.5808;
-179.4000;0.5022;1.5808;
-179.1000;0.5031;1.5808;
-178.8000;0.5022;1.5783;
-178.5000;0.5031;1.5783;
-178.2000;0.5006;1.5708;
-177.9000;0.5031;1.5808;
-177.6000;0.5031;1.5808;
-177.3000;0.5055;1.5858;
-177.0000;0.5031;1.5758;
-176.7000;0.5014;1.5733;
-176.4000;0.5071;1.5833;
-176.1000;0.5055;1.5808;
-175.8000;0.5039;1.5783;
-175.5000;0.5039;1.5908;
-175.2000;0.5055;1.5983;
-174.9000;0.5039;1.5958;
-174.6000;0.5047;1.5983;
-174.3000;0.5047;1.5958;
-174.0000;0.5031;1.5858;
-173.7000;0.5031;1.5958;
-173.4000;0.5047;1.5883;
-173.1000;0.5047;1.5708;
-172.8000;0.5047;1.5733;
-172.5000;0.5047;1.5758;
-172.2000;0.5047;1.5708;
-171.9000;0.5071;1.5808;
-171.6000;0.5022;1.5783;
-171.3000;0.5022;1.5908;
-171.0000;0.5055;1.5933;
-170.7000;0.5031;1.5858;
-170.4000;0.5088;1.6008;
-170.1000;0.5022;1.5883;
-169.8000;0.4990;1.5808;
-169.5000;0.5039;1.5933;
-169.2000;0.5031;1.5933;
-168.9000;0.5079;1.6058;
-168.6000;0.5039;1.5908;
-168.3000;0.5047;1.5883;
-168.0000;0.5031;1.5883;
-167.7000;0.5047;1.5908;
-167.4000;0.5063;1.5908;
-167.1000;0.5063;1.5858;
-166.8000;0.5039;1.5883;
-166.5000;0.5047;1.5933;
-166.2000;0.5039;1.5883;
-165.9000;0.5039;1.5858;
-165.6000;0.5039;1.5858;
-165.3000;0.5039;1.5808;
-165.0000;0.5047;1.5808;
-164.7000;0.5063;1.5833;
-164.4000;0.5055;1.5833;
-164.1000;0.5039;1.5708;
-163.8000;0.5055;1.5783;
-163.5000;0.5088;1.5858;
-163.2000;0.5031;1.5758;
-162.9000;0.5055;1.5858;
-162.6000;0.5039;1.5933;
-162.3000;0.5047;1.5833;
-162.0000;0.5047;1.5833;
-161.7000;0.5047;1.5808;
-161.4000;0.5039;1.5833;
-161.1000;0.5039;1.5858;
-160.8000;0.5055;1.5983;
-160.5000;0.5047;1.5983;
-160.2000;0.5039;1.5958;
-159.9000;0.5022;1.5883;
-159.6000;0.5047;1.5808;
-159.3000;0.5031;1.5783;
-159.0000;0.5039;1.5833;
-158.7000;0.5031;1.5883;
-158.4000;0.5047;1.5958;
-158.1000;0.5047;1.5958;
-157.8000;0.5031;1.5908;
-157.5000;0.5047;1.5883;
-157.2000;0.5039;1.5833;
-156.9000;0.5047;1.5858;
-156.6000;0.5063;1.5858;
-156.3000;0.5055;1.5858;
-156.0000;0.5031;1.5808;
-155.7000;0.5039;1.5908;
-155.4000;0.5014;1.5808;
-155.1000;0.4974;1.5758;
-154.8000;0.5039;1.5858;
-154.5000;0.5039;1.5808;
-154.2000;0.5031;1.5833;
-153.9000;0.5047;1.5908;
-153.6000;0.5055;1.5908;
-153.3000;0.5047;1.5883;
-153.0000;0.5055;1.5783;
-152.7000;0.5047;1.5733;
-152.4000;0.5031;1.5658;
-152.1000;0.5047;1.5558;
-151.8000;0.5047;1.5558;
-151.5000;0.5055;1.5633;
-151.2000;0.5039;1.5558;
-150.9000;0.5055;1.5658;
-150.6000;0.5047;1.5633;
-150.3000;0.5039;1.5658;
-150.0000;0.5031;1.5658;
-149.7000;0.5022;1.5583;
-149.4000;0.5039;1.5658;
-149.1000;0.5031;1.5708;
-148.8000;0.5031;1.5708;
-148.5000;0.5039;1.5658;
-148.2000;0.5031;1.5708;
-147.9000;0.5039;1.5733;
-147.6000;0.5039;1.5708;
-147.3000;0.5088;1.5883;
-147.0000;0.5047;1.5733;
-146.7000;0.5047;1.5808;
-146.4000;0.5047;1.5733;
-146.1000;0.5047;1.5683;
-145.8000;0.5022;1.5683;
-145.5000;0.5039;1.5808;
-145.2000;0.5055;1.5933;
-144.9000;0.5039;1.5933;
-144.6000;0.5039;1.5908;
-144.3000;0.5031;1.5783;
-144.0000;0.5039;1.5683;
-143.7000;0.5006;1.5658;
-143.4000;0.5047;1.5633;
-143.1000;0.5014;1.5583;
-142.8000;0.5047;1.5608;
-142.5000;0.5031;1.5558;
-142.2000;0.5031;1.5583;
-141.9000;0.5047;1.5633;
-141.6000;0.5031;1.5683;
-141.3000;0.5047;1.5708;
-141.0000;0.5063;1.5683;
-140.7000;0.5047;1.5683;
-140.4000;0.5079;1.5683;
-140.1000;0.5063;1.5658;
-139.8000;0.5031;1.5608;
-139.5000;0.5096;1.5833;
-139.2000;0.4990;1.5583;
-138.9000;0.5039;1.5683;
-138.6000;0.5039;1.5708;
-138.3000;0.5014;1.5558;
-138.0000;0.5022;1.5633;
-137.7000;0.5031;1.5658;
