time/ms;Fluo/V;P700 deltaI/I x10³;
-199.8000;0.1791;1.5592;
-199.5000;0.1775;1.5567;
-199.2000;0.1775;1.5642;
-198.9000;0.1823;1.5742;
-198.6000;0.1775;1.5642;
-198.3000;0.1791;1.5692;
-198.0000;0.1791;1.5742;
-197.7000;0.1815;1.5817;
-197.4000;0.1775;1.5692;
-197.1000;0.1832;1.5692;
-196.8000;0.1791;1.5567;
-196.5000;0.1799;1.5642;
-196.2000;0.1791;1.5692;
-195.9000;0.1791;1.5692;
-195.6000;0.1799;1.5692;
-195.3000;0.1791;1.5692;
-195.0000;0.1783;1.5717;
-194.7000;0.1766;1.5717;
-194.4000;0.1815;1.5717;
-194.1000;0.1783;1.5642;
-193.8000;0.1775;1.5542;
-193.5000;0.1766;1.5542;
-193.2000;0.1799;1.5667;
-192.9000;0.1791;1.5692;
-192.6000;0.1791;1.5567;
-192.3000;0.1791;1.5492;
-192.0000;0.1783;1.5492;
-191.7000;0.1840;1.5642;
-191.4000;0.1791;1.5517;
-191.1000;0.1775;1.5467;
-190.8000;0.1799;1.5492;
-190.5000;0.1791;1.5492;
-190.2000;0.1799;1.5542;
-189.9000;0.1791;1.5517;
-189.6000;0.1709;1.5342;
-189.3000;0.1832;1.5617;
-189.0000;0.1783;1.5542;
-188.7000;0.1791;1.5567;
-188.4000;0.1775;1.5542;
-188.1000;0.1783;1.5592;
-187.8000;0.1791;1.5667;
-187.5000;0.1766;1.5592;
-187.2000;0.1799;1.5667;
-186.9000;0.1799;1.5642;
-186.6000;0.1815;1.5742;
-186.3000;0.1799;1.5642;
-186.0000;0.1718;1.5542;
-185.7000;0.1799;1.5742;
-185.4000;0.1807;1.5767;
-185.1000;0.1807;1.5717;
-184.8000;0.1791;1.5717;
-184.5000;0.1799;1.5692;
-184.2000;0.1807;1.5692;
-183.9000;0.1791;1.5717;
-183.6000;0.1815;1.5918;
-183.3000;0.1791;1.5792;
-183.0000;0.1718;1.5617;
-182.7000;0.1783;1.5918;
-182.4000;0.1791;1.5892;
-182.1000;0.1848;1.6043;
-181.8000;0.1766;1.5767;
-181.5000;0.1775;1.5692;
-181.2000;0.1783;1.5692;
-180.9000;0.1791;1.5567;
-180.6000;0.1791;1.5492;
-180.3000;0.1775;1.5492;
-180.0000;0.1775;1.5442;
-179.7000;0.1766;1.5567;
-179.4000;0.1783;1.5542;
-179.1000;0.1775;1.5542;
-178.8000;0.1799;1.5642;
-178.5000;0.1766;1.5692;
-178.2000;0.1791;1.5767;
-177.9000;0.1766;1.5717;
-177.6000;0.1783;1.5767;
-177.3000;0.1775;1.5742;
-177.0000;0.1758;1.5717;
-176.7000;0.1783;1.5717;
-176.4000;0.1783;1.5642;
-176.1000;0.1799;1.5642;
-175.8000;0.1783;1.5617;
-175.5000;0.1783;1.5592;
-175.2000;0.1791;1.5617;
-174.9000;0.1807;1.5567;
-174.6000;0.1783;1.5467;
-174.3000;0.1783;1.5417;
-174.0000;0.1799;1.5392;
-173.7000;0.1758;1.5317;
-173.4000;0.1783;1.5442;
-173.1000;0.1791;1.5467;
-172.8000;0.1783;1.5467;
-172.5000;0.1799;1.5542;
-172.2000;0.1783;1.5617;
-171.9000;0.1766;1.5517;
-171.6000;0.1791;1.5567;
-171.3000;0.1791;1.5667;
-171.0000;0.1807;1.5717;
-170.7000;0.1791;1.5642;
-170.4000;0.1775;1.5742;
-170.1000;0.1856;1.5842;
-169.8000;0.1799;1.5792;
-169.5000;0.1783;1.5692;
-169.2000;0.1807;1.5767;
-168.9000;0.1823;1.5817;
-168.6000;0.1791;1.5767;
-168.3000;0.1783;1.5742;
-168.0000;0.1775;1.5767;
-167.7000;0.1791;1.5742;
-167.4000;0.1807;1.5767;
-167.1000;0.1766;1.5717;
-166.8000;0.1783;1.5767;
-166.5000;0.1823;1.5892;
-166.2000;0.1783;1.5842;
-165.9000;0.1799;1.5842;
-165.6000;0.1807;1.5767;
-165.3000;0.1799;1.5742;
-165.0000;0.1872;1.5943;
-164.7000;0.1791;1.5792;
-164.4000;0.1791;1.5792;
-164.1000;0.1799;1.5792;
-163.8000;0.1880;1.5943;
-163.5000;0.1799;1.5692;
-163.2000;0.1791;1.5692;
-162.9000;0.1758;1.5542;
-162.6000;0.1791;1.5517;
-162.3000;0.1758;1.5467;
-162.0000;0.1775;1.5592;
-161.7000;0.1799;1.5742;
-161.4000;0.1799;1.5767;
-161.1000;0.1783;1.5742;
-160.8000;0.1791;1.5667;
-160.5000;0.1799;1.5692;
-160.2000;0.1742;1.5567;
-159.9000;0.1807;1.5817;
-159.6000;0.1799;1.5842;
-159.3000;0.1791;1.5742;
-159.0000;0.1807;1.5792;
-158.7000;0.1783;1.5667;
-158.4000;0.1791;1.5592;
-158.1000;0.1734;1.5467;
-157.8000;0.1791;1.5667;
-157.5000;0.1823;1.5692;
-157.2000;0.1815;1.5692;
-156.9000;0.1791;1.5692;
-156.6000;0.1791;1.5667;
-156.3000;0.1799;1.5692;
-156.0000;0.1791;1.5792;
-155.7000;0.1799;1.5817;
-155.4000;0.1791;1.5742;
-155.1000;0.1791;1.5742;
-154.8000;0.1775;1.5767;
-154.5000;0.1799;1.5767;
-154.2000;0.1799;1.5792;
-153.9000;0.1791;1.5792;
-153.6000;0.1783;1.5792;
-153.3000;0.1775;1.5792;
-153.0000;0.1791;1.5792;
-152.7000;0.1791;1.5742;
-152.4000;0.1791;1.5792;
-152.1000;0.1799;1.5767;
-151.8000;0.1726;1.5592;
