time/ms;Fluo/V;P700 deltaI/I x10³;
-199.8000;0.1408;1.3973;
-199.5000;0.1400;1.3973;
-199.2000;0.1400;1.4047;
-198.9000;0.1425;1.4047;
-198.6000;0.1400;1.3948;
-198.3000;0.1408;1.3998;
-198.0000;0.1441;1.4022;
-197.7000;0.1416;1.3998;
-197.4000;0.1408;1.3899;
-197.1000;0.1416;1.3751;
-196.8000;0.1425;1.3874;
-196.5000;0.1408;1.3850;
-196.2000;0.1408;1.3850;
-195.9000;0.1408;1.3874;
-195.6000;0.1433;1.3948;
-195.3000;0.1416;1.3948;
-195.0000;0.1408;1.3850;
-194.7000;0.1376;1.3751;
-194.4000;0.1425;1.3899;
-194.1000;0.1400;1.3776;
-193.8000;0.1368;1.3701;
-193.5000;0.1400;1.3825;
-193.2000;0.1441;1.3899;
-192.9000;0.1416;1.3825;
-192.6000;0.1408;1.3874;
-192.3000;0.1408;1.3850;
-192.0000;0.1416;1.3850;
-191.7000;0.1425;1.3924;
-191.4000;0.1425;1.3874;
-191.1000;0.1400;1.3800;
-190.8000;0.1449;1.3850;
-190.5000;0.1441;1.3850;
-190.2000;0.1433;1.3825;
-189.9000;0.1425;1.3850;
-189.6000;0.1425;1.3973;
-189.3000;0.1416;1.3973;
-189.0000;0.1425;1.3973;
-188.7000;0.1416;1.3874;
-188.4000;0.1425;1.3899;
-188.1000;0.1425;1.3924;
-187.8000;0.1425;1.3998;
-187.5000;0.1433;1.3924;
-187.2000;0.1351;1.3776;
-186.9000;0.1416;1.3874;
-186.6000;0.1425;1.3924;
-186.3000;0.1425;1.3948;
-186.0000;0.1425;1.3924;
-185.7000;0.1433;1.3924;
-185.4000;0.1425;1.3948;
-185.1000;0.1433;1.3973;
-184.8000;0.1425;1.3874;
-184.5000;0.1425;1.3825;
-184.2000;0.1433;1.3800;
-183.9000;0.1425;1.3776;
-183.6000;0.1400;1.3701;
-183.3000;0.1400;1.3776;
-183.0000;0.1425;1.3800;
-182.7000;0.1425;1.3726;
-182.4000;0.1425;1.3677;
-182.1000;0.1416;1.3677;
-181.8000;0.1400;1.3652;
-181.5000;0.1400;1.3627;
-181.2000;0.1425;1.3652;
-180.9000;0.1416;1.3652;
-180.6000;0.1425;1.3603;
-180.3000;0.1416;1.3627;
-180.0000;0.1433;1.3603;
-179.7000;0.1416;1.3553;
-179.4000;0.1408;1.3529;
-179.1000;0.1425;1.3677;
-178.8000;0.1425;1.3627;
-178.5000;0.1408;1.3553;
-178.2000;0.1400;1.3553;
-177.9000;0.1408;1.3553;
-177.6000;0.1416;1.3504;
-177.3000;0.1408;1.3430;
-177.0000;0.1425;1.3504;
-176.7000;0.1425;1.3479;
-176.4000;0.1433;1.3529;
-176.1000;0.1416;1.3578;
-175.8000;0.1416;1.3627;
-175.5000;0.1433;1.3627;
-175.2000;0.1433;1.3627;
-174.9000;0.1425;1.3652;
-174.6000;0.1433;1.3603;
-174.3000;0.1408;1.3677;
-174.0000;0.1433;1.3652;
-173.7000;0.1433;1.3652;
-173.4000;0.1408;1.3603;
-173.1000;0.1400;1.3529;
-172.8000;0.1425;1.3529;
-172.5000;0.1408;1.3479;
-172.2000;0.1425;1.3553;
-171.9000;0.1408;1.3405;
-171.6000;0.1416;1.3405;
-171.3000;0.1425;1.3430;
-171.0000;0.1416;1.3405;
-170.7000;0.1400;1.3381;
-170.4000;0.1392;1.3479;
-170.1000;0.1408;1.3529;
-169.8000;0.1400;1.3455;
-169.5000;0.1408;1.3553;
-169.2000;0.1400;1.3578;
-168.9000;0.1425;1.3677;
-168.6000;0.1408;1.3627;
-168.3000;0.1425;1.3677;
