time/ms;Fluo/V;P700 deltaI/I x10³;
-199.8000;0.4208;1.3285;
-199.5000;0.4225;1.3285;
-199.2000;0.4225;1.3237;
-198.9000;0.4208;1.3213;
-198.6000;0.4208;1.3261;
-198.3000;0.4225;1.3308;
-198.0000;0.4217;1.3380;
-197.7000;0.4225;1.3308;
-197.4000;0.4200;1.3166;
-197.1000;0.4200;1.3118;
-196.8000;0.4217;1.3166;
-196.5000;0.4233;1.3118;
-196.2000;0.4217;1.3166;
-195.9000;0.4208;1.3142;
-195.6000;0.4208;1.3142;
-195.3000;0.4217;1.3190;
-195.0000;0.4192;1.3190;
-194.7000;0.4192;1.3190;
-194.4000;0.4208;1.3190;
-194.1000;0.4217;1.3118;
-193.8000;0.4200;1.3071;
-193.5000;0.4200;1.3142;
-193.2000;0.4200;1.3142;
-192.9000;0.4200;1.3118;
-192.6000;0.4192;1.3166;
-192.3000;0.4200;1.3213;
-192.0000;0.4200;1.3261;
-191.7000;0.4200;1.3237;
-191.4000;0.4225;1.3237;
-191.1000;0.4192;1.3261;
-190.8000;0.4200;1.3190;
-190.5000;0.4200;1.3118;
-190.2000;0.4208;1.3166;
-189.9000;0.4208;1.3047;
-189.6000;0.4208;1.3118;
-189.3000;0.4217;1.3166;
-189.0000;0.4225;1.3190;
-188.7000;0.4208;1.3308;
-188.4000;0.4200;1.3332;
-188.1000;0.4200;1.3308;
-187.8000;0.4225;1.3403;
-187.5000;0.4200;1.3261;
-187.2000;0.4200;1.3308;
-186.9000;0.4192;1.3332;
-186.6000;0.4208;1.3403;
-186.3000;0.4184;1.3451;
-186.0000;0.4249;1.3712;
-185.7000;0.4200;1.3546;
-185.4000;0.4208;1.3499;
-185.1000;0.4208;1.3451;
-184.8000;0.4208;1.3356;
-184.5000;0.4119;1.3095;
-184.2000;0.4208;1.3308;
-183.9000;0.4217;1.3285;
-183.6000;0.4184;1.3166;
-183.3000;0.4217;1.3213;
-183.0000;0.4168;1.3142;
-182.7000;0.4233;1.3356;
-182.4000;0.4217;1.3380;
-182.1000;0.4200;1.3285;
-181.8000;0.4200;1.3285;
-181.5000;0.4151;1.3047;
-181.2000;0.4217;1.3142;
-180.9000;0.4217;1.3190;
-180.6000;0.4208;1.3142;
-180.3000;0.4200;1.3118;
-180.0000;0.4192;1.3142;
-179.7000;0.4217;1.3118;
-179.4000;0.4208;1.3190;
-179.1000;0.4208;1.3261;
-178.8000;0.4314;1.3570;
-178.5000;0.4274;1.3475;
-178.2000;0.4176;1.3118;
-177.9000;0.4208;1.3071;
-177.6000;0.4208;1.3047;
-177.3000;0.4192;1.2976;
-177.0000;0.4184;1.3023;
-176.7000;0.4249;1.3261;
-176.4000;0.4192;1.3166;
-176.1000;0.4192;1.3142;
-175.8000;0.4200;1.3213;
-175.5000;0.4208;1.3166;
-175.2000;0.4208;1.3261;
-174.9000;0.4208;1.3356;
-174.6000;0.4200;1.3332;
-174.3000;0.4200;1.3403;
-174.0000;0.4208;1.3308;
-173.7000;0.4200;1.3190;
-173.4000;0.4192;1.3142;
-173.1000;0.4208;1.3023;
-172.8000;0.4225;1.3023;
-172.5000;0.4217;1.2999;
-172.2000;0.4208;1.2976;
-171.9000;0.4184;1.2904;
-171.6000;0.4200;1.2976;
-171.3000;0.4200;1.2928;
-171.0000;0.4217;1.2928;
-170.7000;0.4200;1.2928;
-170.4000;0.4225;1.2999;
-170.1000;0.4225;1.2976;
-169.8000;0.4208;1.2999;
-169.5000;0.4208;1.2952;
-169.2000;0.4225;1.2857;
-168.9000;0.4225;1.2833;
-168.6000;0.4208;1.2833;
-168.3000;0.4208;1.2809;
-168.0000;0.4208;1.2928;
-167.7000;0.4200;1.2999;
-167.4000;0.4192;1.3047;
-167.1000;0.4192;1.3118;
-166.8000;0.4184;1.3166;
-166.5000;0.4160;1.3071;
-166.2000;0.4208;1.3118;
-165.9000;0.4249;1.3166;
-165.6000;0.4184;1.3023;
-165.3000;0.4200;1.2928;
-165.0000;0.4217;1.2904;
-164.7000;0.4225;1.2976;
-164.4000;0.4330;1.3261;
-164.1000;0.4225;1.2976;
-163.8000;0.4192;1.2904;
-163.5000;0.4225;1.3023;
-163.2000;0.4208;1.3047;
-162.9000;0.4241;1.3118;
-162.6000;0.4200;1.3071;
-162.3000;0.4200;1.2999;
-162.0000;0.4168;1.2999;
-161.7000;0.4200;1.3047;
-161.4000;0.4208;1.3047;
-161.1000;0.4200;1.2999;
-160.8000;0.4200;1.2952;
-160.5000;0.4208;1.3023;
-160.2000;0.4217;1.3071;
-159.9000;0.4306;1.3332;
-159.6000;0.4208;1.3095;
-159.3000;0.4217;1.3190;
-159.0000;0.4208;1.3118;
-158.7000;0.4208;1.3213;
-158.4000;0.4208;1.3095;
-158.1000;0.4192;1.3047;
-157.8000;0.4241;1.3190;
-157.5000;0.4200;1.3142;
-157.2000;0.4192;1.3142;
-156.9000;0.4257;1.3213;
-156.6000;0.4217;1.2999;
-156.3000;0.4200;1.3023;
-156.0000;0.4200;1.3071;
-155.7000;0.4217;1.3071;
-155.4000;0.4200;1.3047;
-155.1000;0.4217;1.3095;
-154.8000;0.4200;1.3023;
-154.5000;0.4184;1.3071;
-154.2000;0.4176;1.3071;
-153.9000;0.4200;1.3142;
-153.6000;0.4184;1.3142;
-153.3000;0.4306;1.3475;
-153.0000;0.4208;1.3213;
-152.7000;0.4217;1.3213;
-152.4000;0.4192;1.3166;
-152.1000;0.4306;1.3499;
-151.8000;0.4241;1.3356;
-151.5000;0.4200;1.3237;
-151.2000;0.4192;1.3237;
-150.9000;0.4192;1.3166;
-150.6000;0.4176;1.3190;
-150.3000;0.4314;1.3427;
-150.0000;0.4208;1.3190;
-149.7000;0.4208;1.3166;
-149.4000;0.4208;1.3118;
-149.1000;0.4208;1.3071;
-148.8000;0.4217;1.3142;
-148.5000;0.4200;1.3190;
-148.2000;0.4208;1.3261;
-147.9000;0.4192;1.3142;
-147.6000;0.4217;1.3095;
-147.3000;0.4200;1.3095;
-147.0000;0.4282;1.3332;
-146.7000;0.4217;1.3142;
-146.4000;0.4208;1.3285;
-146.1000;0.4217;1.3261;
-145.8000;0.4217;1.3142;
-145.5000;0.4217;1.3047;
-145.2000;0.4225;1.3190;
-144.9000;0.4225;1.3237;
-144.6000;0.4282;1.3261;
-144.3000;0.4225;1.3142;
-144.0000;0.4208;1.3166;
-143.7000;0.4208;1.3190;
-143.4000;0.4200;1.3285;
-143.1000;0.4265;1.3403;
