time/ms;Fluo/V;P700 deltaI/I x10³;
-199.8000;0.3378;1.1478;
-199.5000;0.3354;1.1288;
-199.2000;0.3370;1.1265;
-198.9000;0.3378;1.1288;
-198.6000;0.3370;1.1336;
-198.3000;0.3297;1.1074;
-198.0000;0.3378;1.1265;
-197.7000;0.3378;1.1383;
-197.4000;0.3443;1.1478;
-197.1000;0.3370;1.1336;
-196.8000;0.3362;1.1360;
-196.5000;0.3362;1.1383;
-196.2000;0.3394;1.1455;
-195.9000;0.3386;1.1478;
-195.6000;0.3362;1.1383;
-195.3000;0.3394;1.1360;
-195.0000;0.3378;1.1312;
-194.7000;0.3378;1.1360;
-194.4000;0.3370;1.1383;
-194.1000;0.3370;1.1312;
-193.8000;0.3378;1.1265;
-193.5000;0.3378;1.1241;
-193.2000;0.3370;1.1336;
-192.9000;0.3403;1.1455;
-192.6000;0.3370;1.1265;
-192.3000;0.3435;1.1431;
-192.0000;0.3378;1.1383;
-191.7000;0.3370;1.1502;
-191.4000;0.3370;1.1597;
-191.1000;0.3386;1.1574;
-190.8000;0.3370;1.1550;
-190.5000;0.3354;1.1478;
-190.2000;0.3468;1.1811;
-189.9000;0.3370;1.1526;
-189.6000;0.3354;1.1431;
-189.3000;0.3370;1.1336;
-189.0000;0.3378;1.1312;
-188.7000;0.3403;1.1455;
-188.4000;0.3378;1.1502;
-188.1000;0.3280;1.1241;
-187.8000;0.3411;1.1574;
-187.5000;0.3394;1.1597;
-187.2000;0.3394;1.1597;
-186.9000;0.3386;1.1574;
-186.6000;0.3378;1.1597;
-186.3000;0.3378;1.1597;
-186.0000;0.3394;1.1692;
-185.7000;0.3362;1.1574;
-185.4000;0.3386;1.1502;
-185.1000;0.3370;1.1526;
-184.8000;0.3394;1.1526;
-184.5000;0.3403;1.1502;
-184.2000;0.3370;1.1478;
-183.9000;0.3378;1.1574;
-183.6000;0.3386;1.1574;
-183.3000;0.3370;1.1478;
-183.0000;0.3362;1.1502;
-182.7000;0.3370;1.1597;
-182.4000;0.3370;1.1621;
-182.1000;0.3370;1.1645;
-181.8000;0.3443;1.1906;
-181.5000;0.3370;1.1716;
-181.2000;0.3386;1.1669;
-180.9000;0.3435;1.1906;
-180.6000;0.3354;1.1787;
-180.3000;0.3378;1.1835;
-180.0000;0.3362;1.1811;
-179.7000;0.3329;1.1645;
-179.4000;0.3362;1.1692;
-179.1000;0.3370;1.1669;
-178.8000;0.3370;1.1716;
-178.5000;0.3370;1.1764;
-178.2000;0.3354;1.1692;
-177.9000;0.3329;1.1550;
-177.6000;0.3346;1.1550;
-177.3000;0.3370;1.1526;
-177.0000;0.3370;1.1574;
-176.7000;0.3354;1.1526;
-176.4000;0.3378;1.1455;
-176.1000;0.3378;1.1478;
-175.8000;0.3378;1.1431;
-175.5000;0.3378;1.1383;
-175.2000;0.3362;1.1407;
-174.9000;0.3362;1.1478;
-174.6000;0.3386;1.1574;
-174.3000;0.3403;1.1574;
-174.0000;0.3370;1.1502;
-173.7000;0.3386;1.1574;
-173.4000;0.3362;1.1621;
-173.1000;0.3370;1.1692;
-172.8000;0.3386;1.1764;
-172.5000;0.3435;1.1764;
-172.2000;0.3394;1.1645;
-171.9000;0.3386;1.1621;
-171.6000;0.3337;1.1407;
-171.3000;0.3370;1.1526;
-171.0000;0.3378;1.1502;
-170.7000;0.3362;1.1597;
-170.4000;0.3362;1.1574;
-170.1000;0.3435;1.1764;
-169.8000;0.3370;1.1597;
-169.5000;0.3362;1.1645;
-169.2000;0.3362;1.1692;
-168.9000;0.3354;1.1692;
-168.6000;0.3378;1.1764;
-168.3000;0.3386;1.1764;
-168.0000;0.3354;1.1692;
-167.7000;0.3346;1.1550;
-167.4000;0.3370;1.1550;
-167.1000;0.3370;1.1574;
-166.8000;0.3329;1.1574;
-166.5000;0.3378;1.1645;
-166.2000;0.3386;1.1645;
-165.9000;0.3411;1.1692;
