time/ms;Fluo/V;P700 deltaI/I x10³;
-199.8000;0.6235;1.2576;
-199.5000;0.6235;1.2576;
-199.2000;0.6219;1.2501;
-198.9000;0.6235;1.2626;
-198.6000;0.6219;1.2476;
-198.3000;0.6243;1.2526;
-198.0000;0.6235;1.2576;
-197.7000;0.6227;1.2501;
-197.4000;0.6235;1.2526;
-197.1000;0.6211;1.2501;
-196.8000;0.6243;1.2601;
-196.5000;0.6243;1.2626;
-196.2000;0.6219;1.2476;
-195.9000;0.6235;1.2526;
-195.6000;0.6243;1.2476;
-195.3000;0.6227;1.2427;
-195.0000;0.6292;1.2576;
-194.7000;0.6243;1.2451;
-194.4000;0.6243;1.2427;
-194.1000;0.6219;1.2402;
-193.8000;0.6252;1.2377;
-193.5000;0.6227;1.2377;
-193.2000;0.6268;1.2501;
-192.9000;0.6227;1.2451;
-192.6000;0.6195;1.2402;
-192.3000;0.6211;1.2427;
-192.0000;0.6235;1.2501;
-191.7000;0.6243;1.2402;
-191.4000;0.6227;1.2402;
-191.1000;0.6260;1.2501;
-190.8000;0.6235;1.2427;
-190.5000;0.6138;1.2178;
-190.2000;0.6260;1.2501;
-189.9000;0.6235;1.2526;
-189.6000;0.6211;1.2377;
-189.3000;0.6276;1.2476;
-189.0000;0.6227;1.2402;
-188.7000;0.6211;1.2402;
-188.4000;0.6227;1.2402;
-188.1000;0.6243;1.2451;
-187.8000;0.6243;1.2427;
-187.5000;0.6219;1.2501;
-187.2000;0.6235;1.2501;
-186.9000;0.6243;1.2526;
-186.6000;0.6243;1.2576;
-186.3000;0.6243;1.2476;
-186.0000;0.6235;1.2451;
-185.7000;0.6243;1.2526;
-185.4000;0.6252;1.2651;
-185.1000;0.6252;1.2651;
-184.8000;0.6243;1.2626;
-184.5000;0.6235;1.2651;
-184.2000;0.6235;1.2676;
-183.9000;0.6235;1.2576;
-183.6000;0.6235;1.2551;
-183.3000;0.6227;1.2501;
-183.0000;0.6243;1.2576;
-182.7000;0.6243;1.2576;
-182.4000;0.6219;1.2476;
-182.1000;0.6170;1.2302;
-181.8000;0.6235;1.2402;
-181.5000;0.6235;1.2402;
-181.2000;0.6195;1.2327;
-180.9000;0.6227;1.2427;
-180.6000;0.6219;1.2327;
-180.3000;0.6252;1.2277;
-180.0000;0.6235;1.2227;
-179.7000;0.6235;1.2252;
-179.4000;0.6219;1.2128;
-179.1000;0.6219;1.2227;
-178.8000;0.6243;1.2377;
-178.5000;0.6252;1.2377;
-178.2000;0.6219;1.2302;
-177.9000;0.6235;1.2327;
-177.6000;0.6227;1.2327;
-177.3000;0.6243;1.2327;
-177.0000;0.6235;1.2427;
-176.7000;0.6243;1.2501;
-176.4000;0.6252;1.2476;
-176.1000;0.6284;1.2476;
-175.8000;0.6243;1.2402;
-175.5000;0.6268;1.2377;
-175.2000;0.6252;1.2377;
-174.9000;0.6260;1.2352;
-174.6000;0.6243;1.2352;
-174.3000;0.6243;1.2327;
-174.0000;0.6235;1.2352;
-173.7000;0.6243;1.2402;
-173.4000;0.6235;1.2402;
-173.1000;0.6243;1.2451;
-172.8000;0.6227;1.2476;
-172.5000;0.6227;1.2501;
-172.2000;0.6219;1.2451;
-171.9000;0.6227;1.2526;
-171.6000;0.6235;1.2576;
-171.3000;0.6243;1.2501;
-171.0000;0.6219;1.2402;
-170.7000;0.6235;1.2476;
-170.4000;0.6162;1.2277;
-170.1000;0.6227;1.2427;
-169.8000;0.6227;1.2476;
-169.5000;0.6243;1.2451;
-169.2000;0.6211;1.2451;
-168.9000;0.6227;1.2402;
-168.6000;0.6227;1.2402;
-168.3000;0.6211;1.2302;
-168.0000;0.6284;1.2526;
-167.7000;0.6227;1.2352;
-167.4000;0.6243;1.2227;
-167.1000;0.6284;1.2402;
-166.8000;0.6219;1.2302;
-166.5000;0.6227;1.2277;
-166.2000;0.6235;1.2327;
-165.9000;0.6219;1.2352;
-165.6000;0.6227;1.2427;
-165.3000;0.6219;1.2501;
-165.0000;0.6227;1.2501;
-164.7000;0.6219;1.2501;
-164.4000;0.6154;1.2302;
-164.1000;0.6219;1.2501;
-163.8000;0.6219;1.2526;
-163.5000;0.6260;1.2526;
-163.2000;0.6235;1.2551;
-162.9000;0.6227;1.2551;
-162.6000;0.6154;1.2402;
-162.3000;0.6219;1.2576;
-162.0000;0.6227;1.2551;
-161.7000;0.6203;1.2476;
-161.4000;0.6219;1.2427;
-161.1000;0.6243;1.2451;
-160.8000;0.6235;1.2377;
-160.5000;0.6227;1.2327;
-160.2000;0.6235;1.2252;
-159.9000;0.6235;1.2302;
-159.6000;0.6235;1.2327;
-159.3000;0.6219;1.2302;
-159.0000;0.6219;1.2327;
-158.7000;0.6227;1.2327;
-158.4000;0.6211;1.2427;
-158.1000;0.6235;1.2526;
-157.8000;0.6227;1.2501;
-157.5000;0.6219;1.2476;
-157.2000;0.6235;1.2526;
-156.9000;0.6235;1.2476;
-156.6000;0.6235;1.2526;
-156.3000;0.6235;1.2526;
-156.0000;0.6252;1.2651;
-155.7000;0.6186;1.2601;
-155.4000;0.6260;1.2750;
-155.1000;0.6235;1.2651;
-154.8000;0.6243;1.2676;
-154.5000;0.6309;1.2725;
-154.2000;0.6243;1.2576;
-153.9000;0.6243;1.2551;
-153.6000;0.6252;1.2551;
-153.3000;0.6227;1.2476;
-153.0000;0.6243;1.2402;
-152.7000;0.6235;1.2427;
-152.4000;0.6227;1.2377;
-152.1000;0.6276;1.2526;
-151.8000;0.6219;1.2327;
-151.5000;0.6219;1.2377;
-151.2000;0.6243;1.2352;
-150.9000;0.6243;1.2327;
-150.6000;0.6219;1.2202;
-150.3000;0.6227;1.2227;
-150.0000;0.6227;1.2178;
-149.7000;0.6227;1.2128;
-149.4000;0.6211;1.2078;
-149.1000;0.6219;1.2178;
-148.8000;0.6211;1.2153;
-148.5000;0.6227;1.2227;
-148.2000;0.6235;1.2227;
-147.9000;0.6211;1.2227;
-147.6000;0.6219;1.2202;
-147.3000;0.6235;1.2178;
-147.0000;0.6227;1.2252;
-146.7000;0.6260;1.2302;
-146.4000;0.6211;1.2377;
-146.1000;0.6219;1.2476;
-145.8000;0.6227;1.2526;
-145.5000;0.6243;1.2601;
-145.2000;0.6227;1.2526;
-144.9000;0.6227;1.2576;
-144.6000;0.6284;1.2651;
-144.3000;0.6211;1.2476;
-144.0000;0.6243;1.2626;
-143.7000;0.6227;1.2551;
-143.4000;0.6243;1.2526;
-143.1000;0.6219;1.2427;
-142.8000;0.6235;1.2526;
-142.5000;0.6243;1.2551;
-142.2000;0.6235;1.2451;
-141.9000;0.6219;1.2402;
-141.6000;0.6219;1.2476;
-141.3000;0.6235;1.2427;
-141.0000;0.6211;1.2352;
-140.7000;0.6276;1.2551;
-140.4000;0.6227;1.2501;
-140.1000;0.6211;1.2526;
-139.8000;0.6211;1.2526;
-139.5000;0.6219;1.2626;
-139.2000;0.6219;1.2526;
-138.9000;0.6227;1.2526;
-138.6000;0.6219;1.2526;
-138.3000;0.6235;1.2551;
-138.0000;0.6211;1.2476;
-137.7000;0.6227;1.2526;
-137.4000;0.6219;1.2476;
-137.1000;0.6268;1.2601;
-136.8000;0.6219;1.2476;
-136.5000;0.6243;1.2526;
-136.2000;0.6227;1.2551;
-135.9000;0.6219;1.2626;
-135.6000;0.6243;1.2676;
-135.3000;0.6284;1.2825;
-135.0000;0.6219;1.2701;
-134.7000;0.6227;1.2701;
-134.4000;0.6268;1.2775;
-134.1000;0.6235;1.2651;
-133.8000;0.6219;1.2601;
-133.5000;0.6211;1.2676;
-133.2000;0.6235;1.2701;
-132.9000;0.6235;1.2725;
-132.6000;0.6243;1.2750;
-132.3000;0.6235;1.2651;
-132.0000;0.6243;1.2626;
-131.7000;0.6252;1.2626;
-131.4000;0.6227;1.2601;
-131.1000;0.6203;1.2551;
-130.8000;0.6268;1.2750;
-130.5000;0.6227;1.2626;
-130.2000;0.6243;1.2651;
-129.9000;0.6211;1.2626;
-129.6000;0.6219;1.2551;
-129.3000;0.6252;1.2626;
-129.0000;0.6252;1.2651;
-128.7000;0.6252;1.2651;
-128.4000;0.6252;1.2701;
-128.1000;0.6243;1.2651;
-127.8000;0.6235;1.2601;
-127.5000;0.6276;1.2601;
-127.2000;0.6284;1.2601;
-126.9000;0.6252;1.2676;
-126.6000;0.6235;1.2651;
-126.3000;0.6243;1.2651;
-126.0000;0.6211;1.2501;
-125.7000;0.6211;1.2526;
-125.4000;0.6243;1.2626;
-125.1000;0.6203;1.2501;
-124.8000;0.6260;1.2601;
-124.5000;0.6235;1.2526;
-124.2000;0.6243;1.2501;
-123.9000;0.6243;1.2476;
-123.6000;0.6219;1.2476;
-123.3000;0.6227;1.2427;
-123.0000;0.6300;1.2576;
-122.7000;0.6162;1.2277;
-122.4000;0.6227;1.2526;
-122.1000;0.6227;1.2526;
-121.8000;0.6243;1.2601;
-121.5000;0.6235;1.2551;
-121.2000;0.6252;1.2551;
-120.9000;0.6252;1.2576;
-120.6000;0.6260;1.2601;
-120.3000;0.6243;1.2651;
-120.0000;0.6252;1.2576;
-119.7000;0.6309;1.2651;
-119.4000;0.6219;1.2451;
-119.1000;0.6243;1.2526;
-118.8000;0.6227;1.2551;
-118.5000;0.6227;1.2501;
-118.2000;0.6276;1.2626;
-117.9000;0.6252;1.2451;
-117.6000;0.6309;1.2651;
-117.3000;0.6195;1.2451;
-117.0000;0.6219;1.2576;
-116.7000;0.6260;1.2601;
-116.4000;0.6227;1.2551;
-116.1000;0.6219;1.2551;
-115.8000;0.6227;1.2551;
-115.5000;0.6219;1.2576;
-115.2000;0.6235;1.2651;
-114.9000;0.6235;1.2651;
-114.6000;0.6243;1.2651;
-114.3000;0.6227;1.2551;
-114.0000;0.6235;1.2526;
-113.7000;0.6243;1.2576;
-113.4000;0.6211;1.2427;
-113.1000;0.6243;1.2476;
-112.8000;0.6219;1.2402;
-112.5000;0.6227;1.2402;
-112.2000;0.6211;1.2352;
-111.9000;0.6227;1.2377;
-111.6000;0.6211;1.2352;
-111.3000;0.6186;1.2302;
-111.0000;0.6227;1.2377;
-110.7000;0.6203;1.2377;
-110.4000;0.6219;1.2377;
-110.1000;0.6227;1.2476;
-109.8000;0.6178;1.2402;
-109.5000;0.6227;1.2551;
-109.2000;0.6219;1.2601;
-108.9000;0.6162;1.2327;
-108.6000;0.6252;1.2601;
-108.3000;0.6243;1.2576;
-108.0000;0.6260;1.2526;
-107.7000;0.6252;1.2501;
-107.4000;0.6260;1.2501;
-107.1000;0.6219;1.2402;
-106.8000;0.6243;1.2427;
-106.5000;0.6252;1.2451;
-106.2000;0.6235;1.2427;
-105.9000;0.6219;1.2377;
-105.6000;0.6260;1.2427;
-105.3000;0.6252;1.2501;
-105.0000;0.6186;1.2427;
-104.7000;0.6211;1.2451;
-104.4000;0.6235;1.2501;
-104.1000;0.6260;1.2526;
-103.8000;0.6243;1.2476;
-103.5000;0.6252;1.2501;
-103.2000;0.6235;1.2427;
-102.9000;0.6243;1.2352;
-102.6000;0.6219;1.2352;
-102.3000;0.6219;1.2352;
-102.0000;0.6243;1.2352;
-101.7000;0.6227;1.2252;
-101.4000;0.6243;1.2352;
-101.1000;0.6252;1.2427;
-100.8000;0.6195;1.2252;
-100.5000;0.6211;1.2377;
-100.2000;0.6243;1.2501;
-99.9000;0.6276;1.2626;
-99.6000;0.6227;1.2501;
-99.3000;0.6243;1.2476;
-99.0000;0.6235;1.2501;
-98.7000;0.6300;1.2701;
-98.4000;0.6235;1.2526;
-98.1000;0.6227;1.2526;
-97.8000;0.6235;1.2601;
-97.5000;0.6284;1.2800;
-97.2000;0.6227;1.2651;
-96.9000;0.6243;1.2551;
-96.6000;0.6235;1.2501;
-96.3000;0.6219;1.2402;
-96.0000;0.6243;1.2501;
-95.7000;0.6186;1.2302;
-95.4000;0.6227;1.2427;
-95.1000;0.6235;1.2576;
-94.8000;0.6227;1.2576;
-94.5000;0.6284;1.2651;
-94.2000;0.6186;1.2451;
-93.9000;0.6243;1.2651;
-93.6000;0.6235;1.2601;
-93.3000;0.6235;1.2501;
-93.0000;0.6219;1.2501;
-92.7000;0.6227;1.2576;
-92.4000;0.6243;1.2701;
-92.1000;0.6243;1.2651;
-91.8000;0.6235;1.2601;
-91.5000;0.6219;1.2501;
-91.2000;0.6219;1.2526;
-90.9000;0.6211;1.2476;
-90.6000;0.6243;1.2551;
-90.3000;0.6219;1.2501;
-90.0000;0.6235;1.2501;
-89.7000;0.6276;1.2651;
-89.4000;0.6260;1.2551;
-89.1000;0.6219;1.2377;
-88.8000;0.6235;1.2476;
-88.5000;0.6235;1.2451;
-88.2000;0.6219;1.2427;
-87.9000;0.6219;1.2327;
-87.6000;0.6235;1.2402;
-87.3000;0.6219;1.2352;
-87.0000;0.6219;1.2277;
-86.7000;0.6235;1.2352;
-86.4000;0.6219;1.2377;
-86.1000;0.6235;1.2451;
-85.8000;0.6235;1.2476;
-85.5000;0.6203;1.2352;
-85.2000;0.6219;1.2427;
-84.9000;0.6227;1.2551;
-84.6000;0.6243;1.2526;
-84.3000;0.6227;1.2352;
-84.0000;0.6235;1.2252;
-83.7000;0.6243;1.2377;
-83.4000;0.6292;1.2526;
-83.1000;0.6235;1.2377;
-82.8000;0.6227;1.2427;
-82.5000;0.6219;1.2451;
-82.2000;0.6292;1.2601;
-81.9000;0.6227;1.2451;
-81.6000;0.6243;1.2451;
-81.3000;0.6243;1.2526;
-81.0000;0.6268;1.2551;
-80.7000;0.6227;1.2402;
-80.4000;0.6203;1.2302;
-80.1000;0.6211;1.2427;
-79.8000;0.6235;1.2501;
-79.5000;0.6243;1.2501;
-79.2000;0.6252;1.2551;
-78.9000;0.6235;1.2526;
-78.6000;0.6268;1.2576;
-78.3000;0.6235;1.2501;
-78.0000;0.6292;1.2626;
-77.7000;0.6219;1.2501;
-77.4000;0.6227;1.2526;
-77.1000;0.6211;1.2476;
-76.8000;0.6227;1.2526;
-76.5000;0.6195;1.2427;
-76.2000;0.6219;1.2551;
-75.9000;0.6219;1.2651;
-75.6000;0.6203;1.2526;
-75.3000;0.6235;1.2601;
-75.0000;0.6195;1.2501;
-74.7000;0.6252;1.2676;
-74.4000;0.6243;1.2725;
-74.1000;0.6243;1.2701;
-73.8000;0.6243;1.2601;
-73.5000;0.6292;1.2701;
-73.2000;0.6219;1.2551;
-72.9000;0.6227;1.2551;
-72.6000;0.6203;1.2451;
-72.3000;0.6170;1.2352;
-72.0000;0.6227;1.2526;
-71.7000;0.6227;1.2551;
-71.4000;0.6243;1.2501;
-71.1000;0.6260;1.2576;
-70.8000;0.6227;1.2551;
-70.5000;0.6211;1.2526;
-70.2000;0.6243;1.2750;
-69.9000;0.6235;1.2750;
-69.6000;0.6227;1.2651;
-69.3000;0.6162;1.2427;
-69.0000;0.6252;1.2601;
-68.7000;0.6219;1.2526;
-68.4000;0.6252;1.2601;
-68.1000;0.6243;1.2576;
-67.8000;0.6235;1.2526;
-67.5000;0.6260;1.2601;
-67.2000;0.6203;1.2551;
-66.9000;0.6227;1.2676;
-66.6000;0.6243;1.2701;
-66.3000;0.6227;1.2701;
-66.0000;0.6211;1.2701;
-65.7000;0.6211;1.2676;
-65.4000;0.6284;1.2701;
-65.1000;0.6219;1.2576;
-64.8000;0.6219;1.2526;
-64.5000;0.6243;1.2576;
-64.2000;0.6243;1.2576;
-63.9000;0.6227;1.2551;
-63.6000;0.6227;1.2526;
-63.3000;0.6227;1.2551;
-63.0000;0.6243;1.2626;
-62.7000;0.6227;1.2601;
-62.4000;0.6186;1.2476;
-62.1000;0.6211;1.2551;
-61.8000;0.6243;1.2576;
-61.5000;0.6243;1.2576;
-61.2000;0.6235;1.2676;
-60.9000;0.6235;1.2626;
-60.6000;0.6260;1.2626;
-60.3000;0.6252;1.2526;
-60.0000;0.6252;1.2626;
-59.7000;0.6235;1.2551;
-59.4000;0.6243;1.2501;
-59.1000;0.6235;1.2451;
-58.8000;0.6243;1.2476;
-58.5000;0.6227;1.2501;
-58.2000;0.6268;1.2576;
-57.9000;0.6300;1.2701;
-57.6000;0.6235;1.2501;
-57.3000;0.6195;1.2377;
-57.0000;0.6178;1.2451;
-56.7000;0.6235;1.2526;
-56.4000;0.6211;1.2551;
-56.1000;0.6178;1.2501;
-55.8000;0.6227;1.2701;
-55.5000;0.6227;1.2725;
-55.2000;0.6276;1.2875;
-54.9000;0.6178;1.2651;
-54.6000;0.6211;1.2725;
-54.3000;0.6252;1.2850;
-54.0000;0.6235;1.2725;
-53.7000;0.6227;1.2725;
-53.4000;0.6219;1.2576;
-53.1000;0.6235;1.2626;
-52.8000;0.6227;1.2601;
-52.5000;0.6235;1.2551;
-52.2000;0.6235;1.2526;
-51.9000;0.6227;1.2526;
-51.6000;0.6227;1.2601;
-51.3000;0.6235;1.2576;
-51.0000;0.6252;1.2750;
-50.7000;0.6227;1.2676;
-50.4000;0.6309;1.2950;
-50.1000;0.6227;1.2825;
-49.8000;0.6243;1.2725;
-49.5000;0.6276;1.2850;
-49.2000;0.6235;1.2750;
-48.9000;0.6219;1.2651;
-48.6000;0.6268;1.2800;
-48.3000;0.6227;1.2651;
-48.0000;0.6235;1.2626;
-47.7000;0.6252;1.2551;
-47.4000;0.6235;1.2501;
-47.1000;0.6227;1.2601;
-46.8000;0.6227;1.2601;
-46.5000;0.6252;1.2626;
-46.2000;0.6227;1.2576;
-45.9000;0.6243;1.2576;
-45.6000;0.6252;1.2576;
-45.3000;0.6235;1.2551;
-45.0000;0.6170;1.2377;
-44.7000;0.6170;1.2451;
-44.4000;0.6268;1.2676;
-44.1000;0.6243;1.2651;
-43.8000;0.6243;1.2676;
-43.5000;0.6203;1.2601;
-43.2000;0.6235;1.2601;
-42.9000;0.6252;1.2626;
-42.6000;0.6235;1.2626;
-42.3000;0.6219;1.2551;
-42.0000;0.6227;1.2501;
-41.7000;0.6227;1.2551;
-41.4000;0.6235;1.2601;
-41.1000;0.6227;1.2551;
-40.8000;0.6227;1.2601;
-40.5000;0.6235;1.2576;
-40.2000;0.6235;1.2501;
-39.9000;0.6203;1.2352;
-39.6000;0.6178;1.2377;
-39.3000;0.6235;1.2526;
-39.0000;0.6243;1.2576;
-38.7000;0.6235;1.2551;
-38.4000;0.6317;1.2701;
-38.1000;0.6243;1.2476;
-37.8000;0.6260;1.2451;
-37.5000;0.6252;1.2451;
-37.2000;0.6227;1.2451;
-36.9000;0.6284;1.2551;
-36.6000;0.6211;1.2451;
-36.3000;0.6235;1.2402;
-36.0000;0.6235;1.2476;
-35.7000;0.6235;1.2402;
-35.4000;0.6235;1.2377;
-35.1000;0.6325;1.2626;
-34.8000;0.6243;1.2526;
-34.5000;0.6211;1.2476;
-34.2000;0.6276;1.2526;
-33.9000;0.6243;1.2501;
-33.6000;0.6203;1.2427;
-33.3000;0.6211;1.2526;
-33.0000;0.6243;1.2601;
-32.7000;0.6243;1.2601;
-32.4000;0.6243;1.2676;
-32.1000;0.6235;1.2676;
-31.8000;0.6219;1.2676;
-31.5000;0.6227;1.2626;
-31.2000;0.6243;1.2676;
-30.9000;0.6235;1.2551;
-30.6000;0.6252;1.2576;
-30.3000;0.6235;1.2626;
-30.0000;0.6235;1.2576;
-29.7000;0.6235;1.2551;
-29.4000;0.6243;1.2576;
-29.1000;0.6219;1.2501;
-28.8000;0.6243;1.2601;
-28.5000;0.6227;1.2576;
-28.2000;0.6227;1.2501;
-27.9000;0.6252;1.2501;
-27.6000;0.6243;1.2501;
-27.3000;0.6227;1.2501;
-27.0000;0.6235;1.2501;
-26.7000;0.6178;1.2427;
-26.4000;0.6219;1.2451;
-26.1000;0.6235;1.2526;
-25.8000;0.6219;1.2526;
-25.5000;0.6211;1.2501;
-25.2000;0.6211;1.2476;
-24.9000;0.6211;1.2576;
-24.6000;0.6178;1.2402;
-24.3000;0.6252;1.2576;
-24.0000;0.6227;1.2576;
-23.7000;0.6235;1.2601;
-23.4000;0.6268;1.2626;
-23.1000;0.6227;1.2526;
-22.8000;0.6219;1.2551;
-22.5000;0.6243;1.2526;
-22.2000;0.6203;1.2451;
-21.9000;0.6252;1.2501;
-21.6000;0.6243;1.2476;
-21.3000;0.6227;1.2402;
-21.0000;0.6227;1.2451;
-20.7000;0.6219;1.2476;
-20.4000;0.6219;1.2476;
-20.1000;0.6178;1.2352;
-19.8000;0.6284;1.2551;
-19.5000;0.6227;1.2427;
-19.2000;0.6219;1.2501;
-18.9000;0.6227;1.2476;
-18.6000;0.6203;1.2476;
-18.3000;0.6235;1.2476;
-18.0000;0.6227;1.2327;
-17.7000;0.6219;1.2302;
-17.4000;0.6341;1.2576;
-17.1000;0.6219;1.2327;
-16.8000;0.6227;1.2352;
-16.5000;0.6235;1.2427;
-16.2000;0.6227;1.2402;
-15.9000;0.6186;1.2302;
-15.6000;0.6227;1.2427;
-15.3000;0.6219;1.2352;
-15.0000;0.6211;1.2327;
-14.7000;0.6235;1.2451;
-14.4000;0.6235;1.2377;
-14.1000;0.6227;1.2427;
-13.8000;0.6211;1.2402;
-13.5000;0.6243;1.2427;
-13.2000;0.6243;1.2451;
-12.9000;0.6219;1.2377;
-12.6000;0.6219;1.2451;
-12.3000;0.6252;1.2526;
-12.0000;0.6203;1.2451;
-11.7000;0.6235;1.2451;
-11.4000;0.6219;1.2476;
-11.1000;0.6260;1.2501;
-10.8000;0.6235;1.2501;
-10.5000;0.6219;1.2402;
-10.2000;0.6227;1.2451;
-9.9000;0.6219;1.2476;
-9.6000;0.6243;1.2476;
-9.3000;0.6219;1.2377;
-9.0000;0.6219;1.2327;
-8.7000;0.6292;1.2476;
-8.4000;0.6227;1.2327;
-8.1000;0.6219;1.2277;
-7.8000;0.6211;1.2252;
-7.5000;0.6243;1.2476;
-7.2000;0.6203;1.2451;
-6.9000;0.6219;1.2352;
-6.6000;0.6243;1.2352;
-6.3000;0.6219;1.2252;
-6.0000;0.6243;1.2352;
-5.7000;0.6243;1.2402;
-5.4000;0.6243;1.2427;
-5.1000;0.6219;1.2526;
-4.8000;0.6235;1.2551;
-4.5000;0.6243;1.2526;
-4.2000;0.6235;1.2476;
-3.9000;0.6235;1.2476;
-3.6000;0.6235;1.2551;
-3.3000;0.6235;1.2601;
-3.0000;0.6243;1.2626;
-2.7000;0.6211;1.2476;
-2.4000;0.6211;1.2551;
-2.1000;0.6252;1.2651;
-1.8000;0.6235;1.2576;
-1.5000;0.6211;1.2626;
-1.2000;0.6243;1.2725;
-0.9000;0.6284;1.2825;
-0.6000;0.6243;1.2750;
-0.3000;0.6227;1.2701;
0.0000;0.6227;1.2701;
0.3000;0.6211;1.2451;
0.6000;0.6292;1.2875;
0.9000;0.6252;1.2974;
1.2000;0.6268;1.3174;
1.5000;0.6252;1.3298;
1.8000;0.6292;1.3547;
2.1000;0.6317;1.3722;
2.4000;0.6300;1.3746;
2.7000;0.6284;1.3821;
3.0000;0.6374;1.4145;
3.3000;0.6276;1.4045;
3.6000;0.6309;1.4120;
3.9000;0.6292;1.4145;
4.2000;0.6333;1.4294;
4.5000;0.6284;1.4269;
4.8000;0.6317;1.4369;
5.1000;0.6317;1.4344;
5.4000;0.6341;1.4344;
5.7000;0.6341;1.4294;
6.0000;0.6325;1.4319;
6.3000;0.6325;1.4344;
6.6000;0.6341;1.4394;
6.9000;0.6341;1.4444;
7.2000;0.6349;1.4419;
7.5000;0.6341;1.4419;
7.8000;0.6341;1.4469;
8.1000;0.6349;1.4494;
8.4000;0.6349;1.4494;
8.7000;0.6357;1.4494;
9.0000;0.6357;1.4494;
9.3000;0.6341;1.4494;
9.6000;0.6365;1.4494;
9.9000;0.6357;1.4419;
