time/ms;Fluo/V;P700 deltaI/I x10³;
-199.8000;0.4453;1.4881;
-199.5000;0.4412;1.4732;
-199.2000;0.4461;1.4806;
-198.9000;0.4534;1.5129;
-198.6000;0.4461;1.4881;
-198.3000;0.4453;1.4905;
-198.0000;0.4485;1.4905;
-197.7000;0.4436;1.4831;
-197.4000;0.4477;1.5005;
-197.1000;0.4444;1.4905;
-196.8000;0.4444;1.5005;
-196.5000;0.4412;1.4831;
-196.2000;0.4485;1.5079;
-195.9000;0.4469;1.5029;
-195.6000;0.4444;1.4955;
-195.3000;0.4453;1.4930;
-195.0000;0.4493;1.5029;
-194.7000;0.4501;1.5079;
-194.4000;0.4444;1.4955;
-194.1000;0.4428;1.4955;
-193.8000;0.4469;1.5029;
-193.5000;0.4436;1.4930;
-193.2000;0.4404;1.4806;
-192.9000;0.4453;1.4930;
-192.6000;0.4444;1.4930;
-192.3000;0.4444;1.4856;
-192.0000;0.4453;1.4905;
-191.7000;0.4453;1.4905;
-191.4000;0.4436;1.4905;
-191.1000;0.4461;1.4955;
-190.8000;0.4469;1.4930;
-190.5000;0.4477;1.4955;
-190.2000;0.4444;1.4881;
-189.9000;0.4469;1.4905;
-189.6000;0.4469;1.4881;
-189.3000;0.4461;1.4806;
-189.0000;0.4444;1.4806;
-188.7000;0.4396;1.4682;
-188.4000;0.4444;1.4881;
-188.1000;0.4461;1.4905;
-187.8000;0.4461;1.5005;
-187.5000;0.4461;1.5029;
-187.2000;0.4444;1.5054;
-186.9000;0.4461;1.5178;
-186.6000;0.4436;1.5054;
-186.3000;0.4436;1.5029;
-186.0000;0.4461;1.5104;
-185.7000;0.4477;1.5153;
-185.4000;0.4453;1.5054;
-185.1000;0.4444;1.5054;
-184.8000;0.4444;1.5104;
-184.5000;0.4453;1.5029;
-184.2000;0.4396;1.4856;
-183.9000;0.4461;1.5079;
-183.6000;0.4461;1.5178;
-183.3000;0.4461;1.5104;
-183.0000;0.4420;1.5005;
-182.7000;0.4510;1.5228;
-182.4000;0.4453;1.5129;
-182.1000;0.4469;1.5029;
-181.8000;0.4461;1.5054;
-181.5000;0.4453;1.5129;
-181.2000;0.4453;1.5153;
-180.9000;0.4461;1.5203;
-180.6000;0.4461;1.5228;
-180.3000;0.4444;1.5178;
-180.0000;0.4436;1.5153;
-179.7000;0.4444;1.5104;
-179.4000;0.4461;1.5079;
-179.1000;0.4436;1.5005;
-178.8000;0.4404;1.4856;
-178.5000;0.4444;1.4980;
-178.2000;0.4444;1.5029;
-177.9000;0.4444;1.5054;
-177.6000;0.4453;1.5079;
-177.3000;0.4444;1.5104;
-177.0000;0.4453;1.5079;
-176.7000;0.4461;1.5129;
-176.4000;0.4461;1.5129;
-176.1000;0.4453;1.5005;
-175.8000;0.4461;1.5005;
-175.5000;0.4461;1.5104;
-175.2000;0.4469;1.5104;
-174.9000;0.4453;1.5005;
-174.6000;0.4461;1.5178;
-174.3000;0.4453;1.5104;
-174.0000;0.4461;1.5129;
-173.7000;0.4436;1.4980;
-173.4000;0.4461;1.5054;
-173.1000;0.4461;1.5054;
-172.8000;0.4453;1.5079;
-172.5000;0.4461;1.5054;
-172.2000;0.4444;1.4980;
-171.9000;0.4469;1.5005;
-171.6000;0.4436;1.4930;
-171.3000;0.4444;1.4930;
-171.0000;0.4469;1.5029;
-170.7000;0.4444;1.4955;
-170.4000;0.4436;1.4905;
-170.1000;0.4444;1.4881;
-169.8000;0.4428;1.4856;
-169.5000;0.4477;1.4980;
-169.2000;0.4444;1.4831;
-168.9000;0.4453;1.4905;
-168.6000;0.4436;1.4955;
-168.3000;0.4493;1.5178;
-168.0000;0.4477;1.5203;
-167.7000;0.4444;1.5129;
-167.4000;0.4469;1.5129;
-167.1000;0.4453;1.5054;
-166.8000;0.4485;1.5029;
-166.5000;0.4493;1.5104;
-166.2000;0.4387;1.4831;
-165.9000;0.4444;1.5029;
-165.6000;0.4469;1.5153;
-165.3000;0.4485;1.5104;
-165.0000;0.4453;1.5005;
-164.7000;0.4469;1.4930;
-164.4000;0.4461;1.4905;
-164.1000;0.4461;1.4856;
-163.8000;0.4461;1.4955;
-163.5000;0.4477;1.4955;
-163.2000;0.4461;1.4980;
-162.9000;0.4461;1.5005;
-162.6000;0.4444;1.4980;
-162.3000;0.4444;1.5005;
-162.0000;0.4412;1.4881;
-161.7000;0.4461;1.4955;
-161.4000;0.4461;1.4905;
-161.1000;0.4461;1.4980;
-160.8000;0.4396;1.4831;
-160.5000;0.4371;1.4856;
-160.2000;0.4444;1.5104;
-159.9000;0.4453;1.5104;
-159.6000;0.4444;1.5054;
-159.3000;0.4469;1.5079;
-159.0000;0.4444;1.4930;
-158.7000;0.4461;1.5054;
-158.4000;0.4444;1.5029;
-158.1000;0.4469;1.5104;
-157.8000;0.4469;1.5029;
-157.5000;0.4444;1.4980;
-157.2000;0.4453;1.4955;
-156.9000;0.4461;1.4980;
-156.6000;0.4469;1.4980;
-156.3000;0.4461;1.4831;
-156.0000;0.4461;1.4831;
-155.7000;0.4444;1.4781;
-155.4000;0.4477;1.4806;
-155.1000;0.4550;1.5054;
-154.8000;0.4453;1.4856;
-154.5000;0.4461;1.4881;
-154.2000;0.4461;1.4806;
-153.9000;0.4469;1.4732;
-153.6000;0.4453;1.4707;
-153.3000;0.4469;1.4930;
-153.0000;0.4469;1.4930;
-152.7000;0.4461;1.4930;
-152.4000;0.4461;1.4955;
-152.1000;0.4444;1.4831;
-151.8000;0.4461;1.4881;
-151.5000;0.4485;1.4930;
-151.2000;0.4469;1.4955;
-150.9000;0.4469;1.4955;
-150.6000;0.4469;1.4930;
-150.3000;0.4444;1.4856;
-150.0000;0.4461;1.4831;
-149.7000;0.4436;1.4831;
-149.4000;0.4485;1.4905;
-149.1000;0.4461;1.4806;
-148.8000;0.4428;1.4657;
-148.5000;0.4444;1.4781;
-148.2000;0.4469;1.4831;
-147.9000;0.4444;1.4757;
-147.6000;0.4485;1.4831;
