time/ms;Fluo/V;P700 deltaI/I x10³;
-199.8000;0.4697;-1.2791;
-199.5000;0.4648;-1.3040;
-199.2000;0.4681;-1.2990;
-198.9000;0.4664;-1.3090;
-198.6000;0.4729;-1.2841;
-198.3000;0.4681;-1.2915;
-198.0000;0.4689;-1.2766;
-197.7000;0.4656;-1.2766;
-197.4000;0.4640;-1.2816;
-197.1000;0.4632;-1.2816;
-196.8000;0.4689;-1.2691;
-196.5000;0.4656;-1.2791;
-196.2000;0.4754;-1.2566;
-195.9000;0.4770;-1.2566;
-195.6000;0.4762;-1.2492;
-195.3000;0.4672;-1.2741;
-195.0000;0.4681;-1.2816;
-194.7000;0.4689;-1.2741;
-194.4000;0.4681;-1.2766;
-194.1000;0.4705;-1.2716;
-193.8000;0.4632;-1.2940;
-193.5000;0.4705;-1.2766;
-193.2000;0.4664;-1.2965;
-192.9000;0.4664;-1.2965;
-192.6000;0.4664;-1.2965;
-192.3000;0.4656;-1.2915;
-192.0000;0.4664;-1.2891;
-191.7000;0.4640;-1.2915;
-191.4000;0.4672;-1.2841;
-191.1000;0.4681;-1.2791;
-190.8000;0.4689;-1.2791;
-190.5000;0.4672;-1.2741;
-190.2000;0.4664;-1.2841;
-189.9000;0.4664;-1.2766;
-189.6000;0.4648;-1.2741;
-189.3000;0.4664;-1.2791;
-189.0000;0.4681;-1.2641;
-188.7000;0.4656;-1.2741;
-188.4000;0.4664;-1.2691;
-188.1000;0.4640;-1.2741;
-187.8000;0.4656;-1.2566;
-187.5000;0.4672;-1.2517;
-187.2000;0.4672;-1.2591;
-186.9000;0.4656;-1.2691;
-186.6000;0.4672;-1.2716;
-186.3000;0.4672;-1.2716;
-186.0000;0.4762;-1.2492;
-185.7000;0.4689;-1.2666;
-185.4000;0.4664;-1.2716;
-185.1000;0.4672;-1.2666;
-184.8000;0.4689;-1.2591;
-184.5000;0.4689;-1.2616;
-184.2000;0.4681;-1.2641;
-183.9000;0.4681;-1.2691;
-183.6000;0.4697;-1.2741;
-183.3000;0.4656;-1.2791;
-183.0000;0.4591;-1.2866;
-182.7000;0.4746;-1.2417;
-182.4000;0.4664;-1.2566;
-182.1000;0.4681;-1.2492;
-181.8000;0.4681;-1.2492;
-181.5000;0.4672;-1.2492;
-181.2000;0.4681;-1.2492;
-180.9000;0.4672;-1.2467;
-180.6000;0.4672;-1.2566;
-180.3000;0.4672;-1.2591;
-180.0000;0.4648;-1.2591;
-179.7000;0.4681;-1.2616;
-179.4000;0.4672;-1.2566;
-179.1000;0.4697;-1.2517;
-178.8000;0.4729;-1.2392;
-178.5000;0.4648;-1.2641;
-178.2000;0.4672;-1.2591;
-177.9000;0.4672;-1.2641;
-177.6000;0.4697;-1.2566;
-177.3000;0.4681;-1.2616;
-177.0000;0.4664;-1.2591;
-176.7000;0.4681;-1.2591;
-176.4000;0.4664;-1.2616;
-176.1000;0.4689;-1.2566;
-175.8000;0.4681;-1.2591;
-175.5000;0.4648;-1.2616;
-175.2000;0.4648;-1.2666;
-174.9000;0.4672;-1.2666;
-174.6000;0.4681;-1.2666;
-174.3000;0.4689;-1.2591;
-174.0000;0.4664;-1.2691;
-173.7000;0.4664;-1.2666;
-173.4000;0.4689;-1.2517;
-173.1000;0.4681;-1.2566;
-172.8000;0.4664;-1.2666;
-172.5000;0.4656;-1.2766;
-172.2000;0.4656;-1.2866;
-171.9000;0.4664;-1.2841;
-171.6000;0.4705;-1.2666;
-171.3000;0.4672;-1.2641;
-171.0000;0.4713;-1.2541;
-170.7000;0.4681;-1.2616;
