350	-0.477905156319388
351	-0.46479602094943
352	-0.443562401289565
353	-0.449628386862175
354	-0.458274103113879
355	-0.461477225055858
356	-0.452712807071136
357	-0.450638821995474
358	-0.447260994624311
359	-0.443318189641214
360	-0.44189681473657
361	-0.442433895165803
362	-0.441284241813359
363	-0.43625620424554
364	-0.435656752794762
365	-0.431740888387368
366	-0.425810380114294
367	-0.42502667249019
368	-0.425437467969202
369	-0.422500961223407
370	-0.425934884390205
371	-0.41627194692525
372	-0.413025426690192
373	-0.410980740960762
374	-0.413015274086222
375	-0.408258117975996
376	-0.408130121079349
377	-0.403690534486789
378	-0.400844100552176
379	-0.396376869522785
380	-0.393729315241029
381	-0.391794975175228
382	-0.390175959920077
383	-0.387670562460375
384	-0.387249058262236
385	-0.38306214587786
386	-0.379260618289481
387	-0.37621800619114
388	-0.374460773796465
389	-0.372946768942306
390	-0.369731022724139
391	-0.369988948595506
392	-0.364574684414742
393	-0.362848564896676
394	-0.35773294174662
395	-0.357971035915355
396	-0.352398587345954
397	-0.350882570935225
398	-0.350243697378345
399	-0.346349643256493
400	-0.341609845707704
401	-0.338397479668385
402	-0.337374595275505
403	-0.334068815162778
404	-0.331875360698238
405	-0.329256797720222
406	-0.325910663736135
407	-0.323273513744173
408	-0.321378518964839
409	-0.318877256612681
410	-0.315340470612454
411	-0.311662079447106
412	-0.311131811310099
413	-0.307037112300099
414	-0.306040357594985
415	-0.302013958501372
416	-0.299149299447287
417	-0.298920210822737
418	-0.292732209385048
419	-0.291576934160844
420	-0.288839818626759
421	-0.285846567347554
422	-0.28443201362427
423	-0.281725450183069
424	-0.278791761198539
425	-0.277403058264476
426	-0.274014204614518
427	-0.273305016070315
428	-0.269815653551827
429	-0.267905685508756
430	-0.266171678129136
431	-0.262800433978297
432	-0.26083933402778
433	-0.257767336861602
434	-0.256778701403183
435	-0.25419519986323
436	-0.25233614147731
437	-0.251202956277389
438	-0.24714597180171
439	-0.246076125023864
440	-0.244424118381656
441	-0.243164778928795
442	-0.240258329415663
443	-0.238956589654851
444	-0.237158372937801
445	-0.233200695533825
446	-0.233197382882364
447	-0.230744101420358
448	-0.227921284498653
449	-0.226494883411189
450	-0.224580361374491
451	-0.22298833218339
452	-0.221516173202776
453	-0.217836650851071
454	-0.217706851833871
455	-0.215964457933911
456	-0.213857101087106
457	-0.211907345498585
458	-0.209333581469882
459	-0.208212112679691
460	-0.206917647163889
461	-0.204705848858707
462	-0.202876205225304
463	-0.201241027807282
464	-0.199624094578696
465	-0.199059263887553
466	-0.196873009280886
467	-0.19394264960174
468	-0.194241295789401
469	-0.191690416356898
470	-0.191031800434945
471	-0.189423303777533
472	-0.187920545252194
473	-0.186447236860821
474	-0.185094799858824
475	-0.183702378968222
476	-0.182277312101004
477	-0.181294922328688
478	-0.179338815646281
479	-0.178829091990427
480	-0.176523774924202
481	-0.175807039309991
482	-0.174707296585406
483	-0.173193294428107
484	-0.172142438635317
485	-0.170319656701036
