time/ms;Fluo/V;P700 deltaI/I x10³;
-199.8000;0.3696;0.9453;
-199.5000;0.3801;0.9749;
-199.2000;0.3777;0.9823;
-198.9000;0.3801;0.9848;
-198.6000;0.3810;0.9798;
-198.3000;0.3793;0.9724;
-198.0000;0.3793;0.9749;
-197.7000;0.3801;0.9724;
-197.4000;0.3801;0.9724;
-197.1000;0.3785;0.9724;
-196.8000;0.3915;1.0045;
-196.5000;0.3810;0.9700;
-196.2000;0.3850;0.9798;
-195.9000;0.3801;0.9626;
-195.6000;0.3801;0.9626;
-195.3000;0.3818;0.9650;
-195.0000;0.3810;0.9675;
-194.7000;0.3810;0.9724;
-194.4000;0.3801;0.9700;
-194.1000;0.3777;0.9601;
-193.8000;0.3785;0.9576;
-193.5000;0.3801;0.9675;
-193.2000;0.3744;0.9650;
-192.9000;0.3810;0.9798;
-192.6000;0.3712;0.9453;
-192.3000;0.3793;0.9626;
-192.0000;0.3793;0.9700;
-191.7000;0.3801;0.9724;
-191.4000;0.3785;0.9675;
-191.1000;0.3818;0.9675;
-190.8000;0.3793;0.9650;
-190.5000;0.3801;0.9675;
-190.2000;0.3818;0.9675;
-189.9000;0.3826;0.9774;
-189.6000;0.3785;0.9749;
-189.3000;0.3801;0.9774;
-189.0000;0.3793;0.9700;
-188.7000;0.3801;0.9700;
-188.4000;0.3801;0.9724;
-188.1000;0.3818;0.9798;
-187.8000;0.3793;0.9848;
-187.5000;0.3801;0.9872;
-187.2000;0.3793;0.9897;
-186.9000;0.3801;0.9724;
-186.6000;0.3777;0.9700;
-186.3000;0.3801;0.9650;
-186.0000;0.3826;0.9650;
-185.7000;0.3810;0.9601;
-185.4000;0.3801;0.9601;
-185.1000;0.3785;0.9552;
-184.8000;0.3810;0.9626;
-184.5000;0.3810;0.9601;
-184.2000;0.3777;0.9576;
-183.9000;0.3793;0.9552;
-183.6000;0.3801;0.9626;
-183.3000;0.3801;0.9749;
-183.0000;0.3793;0.9626;
-182.7000;0.3793;0.9675;
-182.4000;0.3785;0.9626;
-182.1000;0.3769;0.9626;
-181.8000;0.3801;0.9650;
-181.5000;0.3801;0.9675;
-181.2000;0.3777;0.9552;
-180.9000;0.3826;0.9601;
-180.6000;0.3801;0.9576;
-180.3000;0.3810;0.9626;
-180.0000;0.3793;0.9453;
-179.7000;0.3810;0.9477;
-179.4000;0.3801;0.9453;
-179.1000;0.3785;0.9453;
-178.8000;0.3801;0.9453;
-178.5000;0.3818;0.9502;
-178.2000;0.3810;0.9502;
-177.9000;0.3810;0.9453;
-177.6000;0.3793;0.9453;
-177.3000;0.3810;0.9502;
-177.0000;0.3842;0.9675;
-176.7000;0.3793;0.9601;
-176.4000;0.3793;0.9675;
