time/ms;Fluo/V;P700 deltaI/I x10³;
-199.8000;0.5625;3.0193;
-199.5000;0.5608;3.0193;
-199.2000;0.5608;3.0145;
-198.9000;0.5592;3.0050;
-198.6000;0.5633;3.0169;
-198.3000;0.5665;3.0313;
-198.0000;0.5600;3.0217;
-197.7000;0.5608;3.0193;
-197.4000;0.5592;3.0122;
-197.1000;0.5592;3.0145;
-196.8000;0.5617;3.0098;
-196.5000;0.5551;2.9978;
-196.2000;0.5625;3.0169;
-195.9000;0.5706;3.0408;
-195.6000;0.5617;3.0241;
-195.3000;0.5608;3.0313;
-195.0000;0.5535;3.0098;
-194.7000;0.5633;3.0336;
-194.4000;0.5674;3.0408;
-194.1000;0.5617;3.0265;
-193.8000;0.5617;3.0265;
-193.5000;0.5633;3.0122;
-193.2000;0.5592;3.0074;
-192.9000;0.5690;3.0265;
-192.6000;0.5625;3.0169;
-192.3000;0.5617;3.0169;
-192.0000;0.5625;3.0193;
-191.7000;0.5633;3.0193;
-191.4000;0.5641;3.0217;
-191.1000;0.5625;3.0145;
-190.8000;0.5674;3.0313;
-190.5000;0.5641;3.0265;
-190.2000;0.5625;3.0265;
-189.9000;0.5633;3.0336;
-189.6000;0.5633;3.0336;
-189.3000;0.5625;3.0360;
-189.0000;0.5617;3.0360;
-188.7000;0.5617;3.0360;
-188.4000;0.5608;3.0360;
-188.1000;0.5665;3.0360;
-187.8000;0.5625;3.0217;
-187.5000;0.5690;3.0408;
-187.2000;0.5641;3.0241;
-186.9000;0.5698;3.0289;
-186.6000;0.5608;3.0050;
-186.3000;0.5608;3.0002;
-186.0000;0.5714;3.0360;
-185.7000;0.5641;3.0193;
-185.4000;0.5682;3.0313;
-185.1000;0.5657;3.0241;
-184.8000;0.5706;3.0360;
-184.5000;0.5641;3.0169;
-184.2000;0.5633;3.0169;
-183.9000;0.5608;3.0169;
-183.6000;0.5657;3.0241;
-183.3000;0.5633;3.0169;
-183.0000;0.5633;3.0193;
-182.7000;0.5633;3.0241;
-182.4000;0.5641;3.0336;
-182.1000;0.5633;3.0336;
-181.8000;0.5617;3.0336;
-181.5000;0.5625;3.0241;
-181.2000;0.5641;3.0289;
-180.9000;0.5641;3.0265;
-180.6000;0.5633;3.0313;
-180.3000;0.5592;3.0217;
-180.0000;0.5608;3.0241;
-179.7000;0.5608;3.0169;
-179.4000;0.5608;3.0169;
-179.1000;0.5657;3.0265;
-178.8000;0.5608;3.0169;
-178.5000;0.5600;3.0169;
-178.2000;0.5560;3.0050;
-177.9000;0.5641;3.0241;
-177.6000;0.5714;3.0408;
-177.3000;0.5608;3.0122;
-177.0000;0.5617;3.0098;
-176.7000;0.5633;3.0145;
-176.4000;0.5584;3.0074;
-176.1000;0.5608;3.0098;
-175.8000;0.5633;3.0145;
-175.5000;0.5617;3.0098;
-175.2000;0.5600;3.0098;
-174.9000;0.5608;2.9978;
-174.6000;0.5625;3.0074;
-174.3000;0.5608;3.0145;
-174.0000;0.5674;3.0241;
-173.7000;0.5657;3.0169;
-173.4000;0.5617;3.0122;
-173.1000;0.5633;3.0122;
-172.8000;0.5592;3.0074;
-172.5000;0.5641;3.0193;
-172.2000;0.5633;3.0241;
-171.9000;0.5633;3.0241;
-171.6000;0.5625;3.0122;
-171.3000;0.5576;2.9978;
-171.0000;0.5617;3.0026;
-170.7000;0.5625;3.0050;
-170.4000;0.5641;3.0145;
-170.1000;0.5657;3.0193;
-169.8000;0.5617;3.0122;
-169.5000;0.5633;3.0241;
-169.2000;0.5617;3.0122;
-168.9000;0.5617;3.0098;
-168.6000;0.5600;3.0074;
-168.3000;0.5608;3.0145;
-168.0000;0.5617;3.0193;
-167.7000;0.5608;3.0169;
-167.4000;0.5600;3.0145;
-167.1000;0.5617;3.0145;
-166.8000;0.5625;3.0098;
-166.5000;0.5649;3.0098;
-166.2000;0.5633;3.0074;
-165.9000;0.5641;3.0169;
-165.6000;0.5600;3.0241;
-165.3000;0.5649;3.0336;
-165.0000;0.5674;3.0313;
-164.7000;0.5617;3.0122;
-164.4000;0.5625;3.0217;
-164.1000;0.5600;3.0169;
-163.8000;0.5600;3.0074;
-163.5000;0.5592;3.0002;
-163.2000;0.5625;3.0050;
-162.9000;0.5608;2.9955;
-162.6000;0.5641;3.0122;
-162.3000;0.5600;3.0169;
-162.0000;0.5625;3.0169;
-161.7000;0.5608;3.0169;
-161.4000;0.5625;3.0193;
-161.1000;0.5617;3.0169;
-160.8000;0.5592;3.0074;
-160.5000;0.5608;3.0122;
-160.2000;0.5633;3.0145;
-159.9000;0.5608;3.0145;
-159.6000;0.5608;3.0241;
-159.3000;0.5641;3.0336;
-159.0000;0.5633;3.0360;
-158.7000;0.5608;3.0265;
-158.4000;0.5576;3.0145;
-158.1000;0.5633;3.0336;
-157.8000;0.5625;3.0313;
-157.5000;0.5641;3.0360;
-157.2000;0.5592;3.0217;
-156.9000;0.5608;3.0265;
-156.6000;0.5633;3.0265;
-156.3000;0.5633;3.0265;
-156.0000;0.5617;3.0241;
-155.7000;0.5608;3.0169;
-155.4000;0.5608;3.0193;
-155.1000;0.5617;3.0169;
-154.8000;0.5600;3.0122;
-154.5000;0.5649;3.0169;
-154.2000;0.5617;3.0098;
-153.9000;0.5617;3.0145;
-153.6000;0.5608;3.0193;
-153.3000;0.5600;3.0217;
-153.0000;0.5584;3.0193;
-152.7000;0.5608;3.0265;
-152.4000;0.5600;3.0241;
-152.1000;0.5633;3.0265;
-151.8000;0.5617;3.0360;
-151.5000;0.5625;3.0384;
-151.2000;0.5617;3.0408;
-150.9000;0.5608;3.0289;
-150.6000;0.5608;3.0098;
-150.3000;0.5633;3.0026;
-150.0000;0.5625;3.0050;
-149.7000;0.5641;3.0098;
-149.4000;0.5617;3.0050;
-149.1000;0.5617;3.0074;
-148.8000;0.5625;3.0145;
-148.5000;0.5617;3.0122;
-148.2000;0.5600;3.0122;
-147.9000;0.5608;3.0145;
-147.6000;0.5608;3.0217;
-147.3000;0.5633;3.0265;
-147.0000;0.5633;3.0265;
-146.7000;0.5600;3.0050;
-146.4000;0.5657;3.0050;
-146.1000;0.5633;3.0026;
-145.8000;0.5625;3.0050;
-145.5000;0.5617;3.0050;
-145.2000;0.5633;3.0026;
-144.9000;0.5625;3.0122;
-144.6000;0.5617;3.0169;
-144.3000;0.5625;3.0169;
