time/ms;Fluo/V;P700 deltaI/I x10³;
-199.8000;0.2580;1.2335;
-199.5000;0.2564;1.2262;
-199.2000;0.2556;1.2359;
-198.9000;0.2580;1.2408;
-198.6000;0.2572;1.2311;
-198.3000;0.2556;1.2214;
-198.0000;0.2564;1.2214;
-197.7000;0.2580;1.2335;
-197.4000;0.2572;1.2359;
-197.1000;0.2621;1.2504;
-196.8000;0.2556;1.2214;
-196.5000;0.2572;1.2286;
-196.2000;0.2580;1.2311;
-195.9000;0.2597;1.2262;
-195.6000;0.2572;1.2214;
-195.3000;0.2605;1.2238;
-195.0000;0.2580;1.2141;
-194.7000;0.2580;1.2117;
-194.4000;0.2580;1.2165;
-194.1000;0.2597;1.2189;
-193.8000;0.2589;1.2214;
-193.5000;0.2589;1.2189;
-193.2000;0.2589;1.2238;
-192.9000;0.2580;1.2189;
-192.6000;0.2580;1.2117;
-192.3000;0.2556;1.2117;
-192.0000;0.2589;1.2189;
-191.7000;0.2580;1.2165;
-191.4000;0.2564;1.2141;
-191.1000;0.2589;1.2165;
-190.8000;0.2564;1.2141;
-190.5000;0.2597;1.2238;
-190.2000;0.2572;1.2214;
-189.9000;0.2589;1.2286;
-189.6000;0.2580;1.2286;
-189.3000;0.2580;1.2311;
-189.0000;0.2572;1.2359;
-188.7000;0.2605;1.2408;
-188.4000;0.2589;1.2335;
-188.1000;0.2564;1.2286;
-187.8000;0.2572;1.2335;
-187.5000;0.2597;1.2456;
-187.2000;0.2564;1.2359;
-186.9000;0.2564;1.2359;
-186.6000;0.2556;1.2408;
-186.3000;0.2556;1.2359;
-186.0000;0.2580;1.2383;
-185.7000;0.2580;1.2383;
-185.4000;0.2556;1.2408;
-185.1000;0.2572;1.2432;
-184.8000;0.2572;1.2456;
-184.5000;0.2589;1.2432;
-184.2000;0.2580;1.2408;
-183.9000;0.2580;1.2408;
-183.6000;0.2548;1.2359;
-183.3000;0.2589;1.2456;
-183.0000;0.2540;1.2311;
-182.7000;0.2564;1.2311;
-182.4000;0.2564;1.2286;
-182.1000;0.2556;1.2311;
-181.8000;0.2564;1.2408;
-181.5000;0.2572;1.2383;
-181.2000;0.2580;1.2408;
-180.9000;0.2589;1.2432;
-180.6000;0.2572;1.2504;
-180.3000;0.2564;1.2553;
-180.0000;0.2572;1.2577;
-179.7000;0.2580;1.2577;
-179.4000;0.2580;1.2650;
-179.1000;0.2564;1.2698;
-178.8000;0.2564;1.2747;
-178.5000;0.2589;1.2820;
-178.2000;0.2564;1.2698;
