"Date";"Time";"Action";"ID";"Name";"Temp";"PAR";"F(I)/Fo calc";"F(I)";"Fo,Fo'";"Fm,Fm'";"FMTm";"F";"Y(II)";"Y(4S)";"k/ocs";"ETR(II)";"Y(NO)";"Y(NPQ)";"NPQ";"qN";"qP";"qL";"F/Fm";"Fm'/Fm";"P700ox";"P700m,P700m'";"Y(I)";"Y(ND)";"Y(NA)";"ETR(I)";
07.11.23;12:03:20;LC-Start;LCB;LC1;;;;;;;;;;;;;;;;;;;;;;;;;;;
07.11.23;12:03:20;Manual;SK;S_231107_120320; 0.0;0;;;;;;;;;;;;;;;;;;;;;;;;;
07.11.23;12:03:21;Fo-Det.;Fo;; 0.0;0;;0.0000;0.0989;;;;;;;;;;;;;;;;;;;;;;
07.11.23;12:03:23;Fm-Det.;SP;F_231107_120323_0; 0.0;15;;0.0000;0.0989;0.1833;;0.1196;0.460;;;2.899;0.652;0.000;0.000;0.000;0.755;0.625;0.652;1.000;-0.006;0.112;;;;;
07.11.23;12:03:30;Pm.-Det.;SP;F_231107_120330_0; 0.0;15;;0.0000;0.0986;0.1821;;0.1192;0.345;;;2.175;0.651;0.004;0.006;0.010;0.753;0.623;0.651;0.994;0.002;0.150;0.988;0.012;0.000;6.224;
07.11.23;12:03:44;P.+F. SP;SP;F_231107_120344_0; 0.0;15;;0.0000;0.0985;0.1818;;0.1199;0.340;;;2.144;0.654;0.005;0.008;0.012;0.743;0.610;0.654;0.992;-0.001;0.147;0.985;0.000;0.015;6.205;
07.11.23;12:03:54;P.+F. SP;SP;F_231107_120354_0; 0.0;25;;0.0000;0.0981;0.1804;;0.1235;0.315;;;3.310;0.674;0.011;0.016;0.024;0.691;0.549;0.674;0.984;0.001;0.146;0.961;0.009;0.029;10.091;
07.11.23;12:04:04;P.+F. SP;SP;F_231107_120404_0; 0.0;37;;0.0000;0.0978;0.1795;;0.1274;0.290;;;4.506;0.695;0.015;0.021;0.032;0.637;0.489;0.695;0.979;0.001;0.149;0.983;0.008;0.008;15.282;
07.11.23;12:04:14;P.+F. SP;SP;F_231107_120414_0; 0.0;49;;0.0000;0.0979;0.1796;;0.1302;0.275;;;5.658;0.711;0.014;0.020;0.031;0.604;0.454;0.711;0.980;0.010;0.150;0.929;0.069;0.001;19.120;
07.11.23;12:04:24;P.+F. SP;SP;F_231107_120424_0; 0.0;94;;0.0000;0.0977;0.1792;;0.1409;0.214;;;8.437;0.769;0.017;0.023;0.034;0.470;0.326;0.769;0.978;0.019;0.140;0.805;0.127;0.068;31.776;
07.11.23;12:04:34;P.+F. SP;SP;F_231107_120434_0; 0.0;151;;0.0000;0.0975;0.1784;;0.1483;0.169;;;10.699;0.809;0.022;0.027;0.041;0.372;0.245;0.809;0.973;0.026;0.147;0.811;0.171;0.019;51.402;
07.11.23;12:04:44;P.+F. SP;SP;F_231107_120444_0; 0.0;188;;0.0000;0.0972;0.1774;;0.1516;0.146;;;11.501;0.827;0.027;0.033;0.049;0.322;0.207;0.827;0.968;0.022;0.134;0.747;0.146;0.107;58.948;
07.11.23;12:04:54;P.+F. SP;SP;F_231107_120454_0; 0.0;279;;0.0000;0.0969;0.1765;;0.1572;0.109;;;12.771;0.858;0.033;0.038;0.057;0.242;0.149;0.858;0.963;0.038;0.144;0.709;0.252;0.038;83.136;
07.11.23;12:05:04;P.+F. SP;SP;F_231107_120504_0; 0.0;399;;0.0000;0.0964;0.1747;;0.1604;0.082;;;13.715;0.876;0.043;0.049;0.071;0.183;0.110;0.876;0.954;0.044;0.141;0.646;0.295;0.060;108.190;
07.11.23;12:05:14;P.+F. SP;SP;F_231107_120514_0; 0.0;539;;0.0000;0.0961;0.1737;;0.1631;0.061;;;13.788;0.890;0.049;0.055;0.080;0.136;0.080;0.890;0.948;0.048;0.143;0.632;0.320;0.048;143.087;
07.11.23;12:05:24;P.+F. SP;SP;F_231107_120524_0; 0.0;709;;0.0000;0.0954;0.1716;;0.1638;0.045;;;13.448;0.894;0.061;0.068;0.097;0.102;0.059;0.894;0.936;0.055;0.143;0.589;0.367;0.045;175.284;
07.11.23;12:05:27;LC-Stop;LCE;LC1;;;;;;;;;;;;;;;;;;;;;;;;;;;
